Theme;Is Under The Theme;Word;Translation;Image;Definition;Conjugation;Declensions;Examples;Pronunciation;OLD
Ch;AugustaMAP;chumülkün antü;Pangui. ? chumül antü.;;;;;;chumülkün antü;
Ch;AugustaMAP;chumün;intr. interrog. Qué hacer (un sujeto). ¿Chumaymi? '¿qué harás?'. ¿Chumkeymi? '¿qué haces siempre?'. ¿Chumafuy? '¿qué se habría de hacer? o ¿qué importaría?'. Iñchiñ ¿chumiñ fey mew? '¿qué hacemos nosotros en eso, qué nos importa a nosotros?'. Eymi tami düngu tüfa 'es cosa tuya'. ¿Chumpey chi may?, kimlafiñ '¿cómo será? o ¿qué será?, no lo sé'. | intr. En forma negativa: no hacer nada (y semejantes). ¿Chumkeymi? '¿qué haces?'. Chumkelan 'no hago nada'. Fewla chumkelay feychi wentru 'ahora no hace nada el hombre, no hace mal, no perjudica'. Fewla chumkelay 'ahora no importa (p. ej. que llueva)'. Chumlay kawellu 'el caballo no hace nada, no muerde, no patea'. Chumlan 'no he hecho nada, no hago mal a nadie, no me hace nada, ningún efecto malo'. Iñche chumlan tati 'yo no tengo qué hacer en eso, a mí no me importa'. Ñi chumnon mew ayerumekey 'sin motivo ríe de repente (el loco)'. | unitr. interrog. Sin negación: qué hacer con alguna cosa o persona. ¿Chumafiñ? '¿qué haré con él?'. ¿Chumagenew? '¿qué hará él conmigo?'. ¿Chumngeay? '¿qué se hara con él?'. ¿Chumaymi?, faltay mi kawellu '¿qué harás?, falta tu caballo'. ¿Chumngeafuy?, dewma feley '¿qué se habría de hacer?, ya falta'. | unitr. Con negación: no hacer nada con alguna persona o cosa. ¿Chumfimi feychi pichiche?, ngümay '¿qué has hecho con este chiquillo?, llora'. Chumlafiñ 'no le he hecho nada'. Chumlafiñ küme püñeñ 'no he ofendido a niña buena (decente)'.;;;;;;chumün;
Ch;AugustaMAP;chumyawün;intr. interrog. ¿Cómo viajar? ¿Chumyawimi? '¿cómo te ha ido en el viaje?'.;;;;;;chumyawün;
Ch;AugustaMAP;chüngarkütuyen;tr. Dar muchas puñaladas o cuchillazos a alguno.;;;;;;chügarkütuyen;
Ch;AugustaMAP;chüngarnakümnien;tr. Sostener al adversario en el suelo clavándole la espada o lanza, etc.;;;;;;chügarnakümnien;
Ch;AugustaMAP;chüngarün;tr. Herir con cuchillo o puñal. | s. Herida de instrumento cortante.;;;;;;chügarün;
Ch;AugustaMAP;chüngko;V. chingko.;;;;;;chügko;
Ch;AugustaMAP;chüngküd, chüngkür;adj. Circular, redondo. Chüngküdkülepuy antü ruka mew 'un rayo de sol que ha penetrado en la casa, proyecta allí su círculo de luz'.;;;;;;chügküz, chügkür;
Ch;AugustaMAP;chunten;Pangui. ? tunten.;;;;;;chunten;
Ch;AugustaMAP;chünüllün;intr. Erizarse el cabello. Chünüllüy ñi longko 'se erizaron sus cabellos'.;;;;;;chünüllün;
Ch;AugustaMAP;chunuykülen;intr. Tener los hombros levantados.;;;;;;chunuykülen;
Ch;AugustaMAP;chunuykünuwün;refl. Encoger los hombros.;;;;;;chunuykünuwün;
Ch;AugustaMAP;chüñay;V. chiñay.;;;;;;chüñay;
Ch;AugustaMAP;chüñidwe;s. Pangui. Cedazo.;;;;;;chüñizwe;
Ch;AugustaMAP;chüñin;V. chiñin, chiñüdün.;;;;;;chüñin;
Ch;AugustaMAP;chüñwadüduamün;intr. Pangui. Estar confuso, turbado, sin poder contestar o pensar.;;;;;;chüñwazüzuamün;
Ch;AugustaMAP;chüñwadukülen, chünwarukülen;refl. Pangui. Estar confuso, enredado.;;;;;;chüñwazukülen, chünwarukülen;
Ch;AugustaMAP;chüpey, chüpeytoro;s. Un toro fabuloso que figura en unos cuentos mapuches.;;;;;;chüpey, chüpeytoro;
Ch;AugustaMAP;chupin;intr. interrog. ¿Qué decir? ¿Chupi? '¿qué cosa dijo?'.;;;;;;chupin;
Ch;AugustaMAP;chupüd;s. Huapi. Tierra seca, molida. | Polvo.;;;;;;chupüz;
Ch;AugustaMAP;chüpümün;(de chüfün) unitr. Llenar demasiado, hacer rebosar de bebida.;;;;;;chüpümün;
Ch;AugustaMAP;chürawkülen;intr. Huapi. Estar confuso, enredado, p. ej. un asunto.;;;;;;chürawkülen;
Ch;AugustaMAP;chürolün, chürolün;intr. Hacer ruido las tripas vacías o el estómago.;;;;;;chürolün, chürolün;
Ch;AugustaMAP;chürwawün;refl. Huapi. Enredarse, turbarse. Chürwawi ñi duam engün 'estaban confusos, no sabían qué pensar ni contestar'.;;;;;;chürwawün;
Ch;AugustaMAP;chütulen;intr. Estar bajo techo resguardándose de la lluvia. Iñche chütulenmuchi faw 'yo me estaré aquí para no mojarme'. V. Augusta (1903, p. 68, 4º).;;;;;;chütulen;
Ch;AugustaMAP;chütun;intr. Resguardarse de la lluvia.;;;;;;chütun;
Ch;AugustaMAP;chüychüyün;tr. Pangui. Esparcir (cosas de polvo).;;;;;;chüychüyün;
D;AugustaMAP;dachen;intr. Curar, medicinar a la gente.;;;;;;zachen;
D;AugustaMAP;dadiñ;s. Cierta planta. Según Lenz (1905-1910), nombre vulgar de varias especies de Baccharis, etc.;;;;;;zaziñ;
D;AugustaMAP;dafkan;tr. Limpiar de pasto con dafkawe, p. ej. un camino.;;;;;;zafkan;
D;AugustaMAP;dafkawe;s. Especie de pala de fierro o raedera que sirve para sacar cardos, limpiar caminos.;;;;;;zafkawe;
D;AugustaMAP;dagdag;adv. Pangui. En todas partes. Dagdagkünuy ñi kagül 'botó sus flemas por todas partes'.;;;;;;zaqzaq;
D;AugustaMAP;dagllu;s. Camarón de los esteros.;;;;;;zaqllu;
D;AugustaMAP;dakeltun;tr. Concertar, pactar algo.;;;;;;zakeltun;
D;AugustaMAP;dalkitun machi;Pangui. Hablar cantando la machi.;;;;;;zalkitun machi;
D;AugustaMAP;dallan;tr. Rallar papas (para hacer torta).;;;;;;zallan;
D;AugustaMAP;dallian;tr. Contar deshonestidades.;;;;;;zallian;
D;AugustaMAP;dalliluku;s. comp. La choquezuela (hueso).;;;;;;zalliluku;
D;AugustaMAP;dallulün;tr. Presentar una acusación ante una persona. Dallulenew 'lo acusó ante mí'.;;;;;;zallulün;
D;AugustaMAP;dallun;tr. Acusar, p. ej. el recibo de una carta. | Presentar (un asunto) a la justicia.;;;;;;zallun;
D;AugustaMAP;dalluntükun;tr. Acusar a alguno. Dalluntükuafiñ 'lo acusaré'.;;;;;;zalluntükun;
D;AugustaMAP;damcheñün;tr. Pangui. Interrogar (al reo, al testigo, al penitente).;;;;;;zamcheñün;
D;AugustaMAP;damin;tr. Tejer (pero no con lana), p. ej. una estera. | adj. Tejido, colchado.;;;;;;zamin;
D;AugustaMAP;damintrome;s. comp. Estera tejida de totora.;;;;;;zamintxome;
D;AugustaMAP;damitue, damituwe;s. La lezna.;;;;;;zamitue, zamituwe;
D;AugustaMAP;dan;tr. Medicinar, curar.;;;;;;zan;
D;AugustaMAP;dañe;s. El nido. Dañeüñüm 'nido de pájaros'.;;;;;;zañe;
D;AugustaMAP;dañelün;tr. Hacer un nido, p. ej. para la gallina.;;;;;;zañelün;
D;AugustaMAP;dañen;intr. Hacer su nido.;;;;;;zañen;
D;AugustaMAP;dañewün;refl. ? dañen.;;;;;;zañewün;
D;AugustaMAP;dapillman;tr. Huapi. Aporcar papas, legumbres, etc.;;;;;;zapillman;
D;AugustaMAP;dapillün;tr. Pangui. Mover las matas de papa y limpiarlas antes de aporcarlas.;;;;;;zapillün;
D;AugustaMAP;dapiwün ngen;Huapi. Ser (una mujer) persona que cuida mucho del orden y aseo en sus cosas y de la compostura y limpieza de su cuerpo.;;;;;;zapiwün gen;
D;AugustaMAP;darma;s. ? salma, damintrome.;;;;;;zarma;
D;AugustaMAP;datun;? dan. tr. Curar, medicinar.;;;;;;zatun;
D;AugustaMAP;dawe;s. La quinua. V. shawe.;;;;;;zawe;
D;AugustaMAP;dawllu;s. Camarón de los esteros.;;;;;;zawllu;
D;AugustaMAP;dawüll;adj. Estancado (agua). Dawüllko 'agua estancada (después de llover)'.;;;;;;zawüll;
D;AugustaMAP;dawüllün;intr. Formar lagunas, charcos. Dawülli chi ko 'el agua forma lagunas'.;;;;;;zawüllün;
D;AugustaMAP;dayen;tr. Ocupar. Kiñe cordero dayen 'ocuparé un cordero, lo comeré'. Dayeñmanew ñi pesu 'me ocupó el peso (que le había dado para comprarme algo)'. Küpa dayelafiñ chi domo 'no he querido ocupar a la mujer (no quiero acostarme con ella)'. Dayewlayngu 'no se acostaron'. Weda dayelafiñ ti domo 'no he hecho maldad con la mujer'.;;;;;;zayen;
D;AugustaMAP;dea, deya;s. Denominación que los hombres dan a cualquier hermana o prima. Müna deya 'prima'. | Huapi. Denominación que los hombres dan a sus hermanas menores.;;;;;;zea, zeya;
D;AugustaMAP;dechu;V. sechu.;;;;;;zechu;
D;AugustaMAP;def;s. Soga de ñocha.;;;;;;zef;
D;AugustaMAP;defa;s. Huapi. El ballico.;;;;;;zefa;
D;AugustaMAP;defakono;s. comp. Pangui. ? defekono.;;;;;;zefakono;
D;AugustaMAP;defe;(del esp.) s. Deuda.;;;;;;zefe;
D;AugustaMAP;defekono;s. comp. Pangui. Bot. La malva del monte. Hydrocotyle poeppigii D. C. fam. Umbelliferae.;;;;;;zefekono;
D;AugustaMAP;defen;intr./unitr. Deber. Defelfiñ 'se lo debo'.;;;;;;zefen;
D;AugustaMAP;defentükun;tr. Ocasionar deudas a alguno. || defentükuwün. refl. Endeudarse.;;;;;;zefentükun;
D;AugustaMAP;defün;intr. Hacer def (sogas).;;;;;;zefün;
D;AugustaMAP;degiñ;s. Huapi. El volcán.;;;;;;zeqiñ;
D;AugustaMAP;della;s. Huapi. El aliño (de la comida).;;;;;;zella;
D;AugustaMAP;dellalen;intr. Tener condimento.;;;;;;zellalen;
D;AugustaMAP;dellan;tr. Aliñar bien (la comida).;;;;;;zellan;
D;AugustaMAP;dellkantu;s. Huapi. Los ojos que forma la grasa en la sopa.;;;;;;zellkantu;
D;AugustaMAP;dellkantuiwiñ;s. comp. La grasa que se saca del agua en que se cuece la carne.;;;;;;zellkantuiwiñ;
D;AugustaMAP;dellküntu;Pangui. ? dellkantuiwiñ.;;;;;;zellküntu;
D;AugustaMAP;dellüngkün;s. Pangui. Cima de cerro, punto de vista.;;;;;;zellügkün;
D;AugustaMAP;dellüngkünngen;intr. ? adkiñngen.;;;;;;zellügküngen;
D;AugustaMAP;demain, demayün;intr. Envanecerse. Kiñeke mew demayumey kachilla 'en algunas partes se envanecen los trigos' (la partícula ume pluraliza al sujeto kachilla).;;;;;;zemain, zemayün;
D;AugustaMAP;demay;adj. Vano, sin grano o núcleo.;;;;;;zemay;
D;AugustaMAP;demkodemkolen;intr. Pangui. Estar duro en parte, p. ej. un jergón mal arreglado o disparejo.;;;;;;zemkozemkolen;
D;AugustaMAP;demollngen;intr. Pangui. Estar desnudo.;;;;;;zemollgen;
D;AugustaMAP;dencholl;adj. Pangui. Arrumado. Denchollmalal (o trelkomalal) 'corral arrumado'.;;;;;;zencholl;
D;AugustaMAP;denchollün;tr. Arrumar maderas.;;;;;;zenchollün;
D;AugustaMAP;dengden;(del esp.) unitr. Pangui. Vender algo. Dengdelenew ñi kawellu '(él) vendió el caballo para mí'. Dengdeñmanew ñi kawellu 'vendió mi caballo (en perjuicio mío)'.;;;;;;zegzen;
D;AugustaMAP;dengkellwe;s. Pangui. Calza para inclinar la piedra de moler.;;;;;;zegkellwe;
D;AugustaMAP;dengkolldengkollün;intr. Deshacerse (una hinchazón que hay debajo de la piel).;;;;;;zegkollzegkollün;
D;AugustaMAP;dengkülla;s. Pangui. El eco.;;;;;;zegkülla;
D;AugustaMAP;dengküllapun;intr. Dar eco (la voz) en alguna parte. Dengküllapuy düngun mawida mew 'el sonido produjo eco en el bosque'.;;;;;;zegküllapun;
D;AugustaMAP;dengküllün;? chiwüdrupan. intr. Huapi. ant. Darse vuelta.;;;;;;zegküllün;
D;AugustaMAP;dengüll;s. El poroto, el frijol.;;;;;;zegüll;
D;AugustaMAP;deñ;s. Pangui. Tiuque nocturno. Es mirado como ave de mal agüero.;;;;;;zeñ;
D;AugustaMAP;deñun, deñupüran;intr. Salir a la superficie con la fermentación.;;;;;;zeñun, zeñupüran;
D;AugustaMAP;dew;(de dewün) adj. v. Hecho. Dew ropa 'ropa hecha'.;;;;;;zew;
D;AugustaMAP;dew;s. El huique, arbolito muy venenoso. Corarica ruscifolia.;;;;;;zew;
D;AugustaMAP;dew;(apóc. de dewma) adv. Ya.;;;;;;zew;
D;AugustaMAP;dewiñ;s. Lombriz más grande y gruesa que lombriz de tierra (düllwi). | Pangui. La cordillera.;;;;;;zewiñ;
D;AugustaMAP;dewkünun;tr. Dejar concluido, hecho.;;;;;;zewkünun;
D;AugustaMAP;dewmadewman, dewmadewmatun, dewmadewmayen;tr. Hacer algo con mucho empeño.;;;;;;zewmazewman, zewmazewmatun, zewmazewmayen;
D;AugustaMAP;dewmadüngun;intr. Hacer justicia, fallar pleitos.;;;;;;zewmazügun;
D;AugustaMAP;dewmaelchi düngu;Invención malévola.;;;;;;zewmaelchi zügu;
D;AugustaMAP;dewmakünun;tr. Dejar concluido, hacer o concluir antes o entretanto.;;;;;;zewmakünun;
D;AugustaMAP;dewman;tr. Hacer, concluir, construir, fabricar, realizar. Ñi ñuke dewmalenew kiñe makuñ 'mi madre me ha hecho una manta'. Metawe rag (mew) dewmangekey 'los cántaros se hacen de greda'.;;;;;;zewman;
D;AugustaMAP;dewmanentun;tr. Ejecutar, llevar a cabo.;;;;;;zewmanentun;
D;AugustaMAP;dewtun;(de dewün) intr. Haberse compuesto otra vez una cosa descompuesta.;;;;;;zewtun;
D;AugustaMAP;dewü;s. El ratón. || pichi dewü. La rata, el ratoncito.;;;;;;zewü;
D;AugustaMAP;dewüfe;adj. Cazador de ratones.;;;;;;zewüfe;
D;AugustaMAP;dewümün;(de dewün) unitr. ? dewman. Dewümfiñ tüfachi carta 'he hecho esta carta'.;;;;;;zewümün;
D;AugustaMAP;dewün;intr. Cazar ratones.;;;;;;zewün;
D;AugustaMAP;dewün;intr. Concluirse (un trabajo), estar hecho, haberse realizado, llevado a cabo.;;;;;;zewün;
D;AugustaMAP;deya;s. ? dea.;;;;;;zeya;
D;AugustaMAP;dichochangüll, dichochangüllkug, dichowe;s. Huapi. El dedo índice.;;;;;;zichochagüll, zichochagüllkuq, zichowe;
D;AugustaMAP;dichokonün, shichokonün;intr. Penetrar cosa aguda, como una espina (en alguna parte del cuerpo).;;;;;;zichokonün, shichokonün;
D;AugustaMAP;dichon;tr. Huapi. Indicar con el dedo. Dichokünulelenew faja 'con el dedo me dejó indicada la faja o línea'. | tr. Pangui. Pinchar.;;;;;;zichon;
D;AugustaMAP;dichon la;Pangui. Estar yerto el cadáver.;;;;;;zichon la;
D;AugustaMAP;dichun;tr. Pangui. ? dichon.;;;;;;zichun;
D;AugustaMAP;dichuwe;s. Pangui. ? dichowe.;;;;;;zichuwe;
D;AugustaMAP;dikonfillan;intr. Tener escasez extrema, habérsele concluido toda la manutención. V. dükon.;;;;;;zikonfillan;
D;AugustaMAP;dikonkülen;intr. Estar empeorando, muy grave (el enfermo).;;;;;;zikonkülen;
D;AugustaMAP;dillu;s. Melga.;;;;;;zillu;
D;AugustaMAP;dillul;s. ? dillu.;;;;;;zillul;
D;AugustaMAP;dillulün;tr. Hacer melgas para. Dillulken poñü 'hago melgas para las papas'.;;;;;;zillulün;
D;AugustaMAP;din;? fin. intr./unitr. Alcanzar.;;;;;;zin;
D;AugustaMAP;dinge;? shinge.;;;;;;zige;
D;AugustaMAP;dion mamüll;s. comp. Agua o resina que sale sola de la corteza de los robles o coihues.;;;;;;zion mamüll;
D;AugustaMAP;dipan;tr. Alcanzar (aquí).;;;;;;zipan;
D;AugustaMAP;dipun;tr. Alcanzar (allá).;;;;;;zipun;
D;AugustaMAP;ditun;? din.;;;;;;zitun;
D;AugustaMAP;diweñ;s. Unos hongos que crecen en los robles.;;;;;;ziweñ;
D;AugustaMAP;diweñ;? shiweñ. s. El compañero.;;;;;;ziweñ;
D;AugustaMAP;diwillko;s. comp. Harina tostada revuelta con mucha agua.;;;;;;ziwillko;
D;AugustaMAP;diwilltükun;tr. Revolver (la olla).;;;;;;ziwilltükun;
D;AugustaMAP;diwillün, diwilltun;tr. Revolver con la cuchara remover de un lado a otro, p. ej. los granos en el balay.;;;;;;ziwillün, ziwilltun;
D;AugustaMAP;diwka;s. El pájaro diuca.;;;;;;ziwka;
D;AugustaMAP;diwlliñ;s. El moscardón, abejón. Miawkey diwlliñ aretupelu challa ñi pishkuam 'anda el moscardón alquilando ollas para hacer pishku' (lo dicen los mapuches cuando, en tiempo de madurar las habas, los moscardones se internan en las casas)'.;;;;;;ziwlliñ;
D;AugustaMAP;diwmeñ;s. Cierto insecto parecido a la avispa. Vive en sociedad en las selvas, dejando como acribillado con sus hoyitos el pedazo de suelo que ocupa la familia.;;;;;;ziwmeñ;
D;AugustaMAP;diwüll;? diwill.;;;;;;ziwüll;
D;AugustaMAP;diwüwün ngen;Huapi. Ser ensordecedor (un ruido).;;;;;;ziwüwün gen;
D;AugustaMAP;doka;s. Huapi. La doca, una planta con hojas gruesas, que crece por el suelo y tiene frutas comestibles y sabrosas, llamadas frutillas del mar.;;;;;;zoka;
D;AugustaMAP;dokag;s. Pangui. El hueco.;;;;;;zokaq;
D;AugustaMAP;dokagtripan;intr. Excoriarse. Dokagtripay ñi trawa 'se me excorió el cutis'.;;;;;;zokaqtxipan;
D;AugustaMAP;dolkan üwa;Pangui. La hoja del maíz.;;;;;;zolkan üwa;
D;AugustaMAP;dolkin;tr. Desgranar (habas, arvejas).;;;;;;zolkin;
D;AugustaMAP;dolkitripan;intr. Salir los granos de sus vainas.;;;;;;zolkitxipan;
D;AugustaMAP;dollowkülen;intr. Estar ahuecado. Dollowküley ñi mülepeyüm nge 'donde está el ojo hay un hueco'.;;;;;;zollowkülen;
D;AugustaMAP;dollowün;tr. Ahuecar. Dollowelngey mamüll 'le ahuecaron un palo (para dejar la comida en el hueco)'.;;;;;;zollowün;
D;AugustaMAP;dollüm;? shollüm. s. Especie de choros pequeños que existen en los ríos o lagunas.;;;;;;zollüm;
D;AugustaMAP;dollümentu;s. Conchas del dollüm.;;;;;;zollümentu;
D;AugustaMAP;domdomütun;tr. Pangui. Rezongar. Domdomütuenew 'rezongó por lo que le dije'. Domdomütufiñ ñi ñuke 'rezongué por lo que dijo mi madre'.;;;;;;zomzomütun;
D;AugustaMAP;domo;s. La mujer. Domo che 'persona femenina'. We domo 'mujer joven (soltera o casada)'. | adj. Femenino, lo de la mujer. Domo kulliñ 'la hembra'. Domo trapial 'león hembra'. Domo takun 'vestido de mujer'.;;;;;;zomo;
D;AugustaMAP;domokamañ;s. comp. El amigo de las mujeres, el hombre, de ordinario flojo, que siempre gusta estar en compañía de las mujeres.;;;;;;zomokamañ;
D;AugustaMAP;domotun;intr. Tener sexo con la mujer.;;;;;;zomotun;
D;AugustaMAP;dongoll;s. Huapi. El pellejo encima del cual se pone la piedra para moler.;;;;;;zogoll;
D;AugustaMAP;donü;? sonü. s. La arruga.;;;;;;zonü;
D;AugustaMAP;donülen;intr. Estar arrugado.;;;;;;zonülen;
D;AugustaMAP;doy;? yod. adv. Más.;;;;;;zoy;
D;AugustaMAP;doyel;part. y loc. adv. En mayor grado. Iñche doyel may wesha longko ngen 'yo, pues, tengo la cabeza mucho más mala'.;;;;;;zoyel;
D;AugustaMAP;doyelün;intr. Darle más fuerte, estar peor (el enfermo). Doyeltuy 'ha vuelto a empeorar'.;;;;;;zoyelün;
D;AugustaMAP;doykülen;intr. Ser más, estar más (expresión general que se usa en las comparaciones). Doyküley kom che mew ñi ül'menngen mew 'excede a todos por su riqueza'. Doyküley kutran 'el enfermo está peor'.;;;;;;zoykülen;
D;AugustaMAP;doykünun;tr. Hacer más. Doy püchükünulen kofke 'hazme más chico el pan'. Doykünuy düngu 'exageró el asunto (lo hizo más grande)'. Doykünuy ñi weran 'aumentó su pecado (lo hizo más grande, p. ej. con un juramento)'.;;;;;;zoykünun;
D;AugustaMAP;duam;s. Intención. Küme (weda) duam 'intención, sentimientos buenos (malos)'. Küme duam ngelu femngey 'hace impresión de ser hombre bueno, de sentimientos buenos'. Kimngelay ñi duam 'no se conoce su intención'. Kishu duam 'por si propia intención'. Kiñe rume duam serfikefiñ 'le sirvo con fidelidad'. Epu rume duam ngey 'es falaz, tiene intención doble'. Afi ñi duam (o afeluwün) 'me he aburrido, estoy aburrido'. | Necesidad, urgencia. ¿Chem duam ngeymi (o nieymi)? '¿qué necesitas?, ¿qué se te ofrece?'. ¿Müley duam? '¿necesitas algo?'. Entunge mi duam 'di (lit. saca) lo que necesitas'. | Por causa de. Eymi mi duam 'por causa tuya, por amor tuyo'. Pülku ñi duam küpan 'por el licor vengo'. Fey ñi duam 'por eso'. ¿Chem ñi duam? '¿por cuál causa?, ¿con qué fin?'.;;;;;;zuam;
D;AugustaMAP;duamchefe ngen;intr. Querer, estimar a la gente.;;;;;;zuamchefe gen;
D;AugustaMAP;duamchen ngen;intr. Ser amable con la gente, filántropo.;;;;;;zuamchen gen;
D;AugustaMAP;duamfal ngen, duamfalün;intr. Ser necesario, deseable interesante, convenir.;;;;;;zuamfal gen, zuamfalün;
D;AugustaMAP;duamkan;intr. Estar ocupado todavía, necesitar todavía.;;;;;;zuamkan;
D;AugustaMAP;duamkonün;intr. Pangui. Reanimarse el enfermo.;;;;;;zuamkonün;
D;AugustaMAP;duamkülen;intr. Küme duamkülen 'estar contento, alegre'. Wesha duamkülen 'estar descontento, triste'.;;;;;;zuamkülen;
D;AugustaMAP;duamkünun;tr. Pangui. Hacer caso de algo o de alguno.;;;;;;zuamkünun;
D;AugustaMAP;duammanien;tr. Tener pensado, tener muchas ganas, tener la intención bien meditada de hacer algo. Duammaniefiñ ñi nieñmayafiel ñi ñawe tüfachi wentru 'tengo muchas ganas de casarme con la hija de este hombre'.;;;;;;zuammanien;
D;AugustaMAP;duamngen;intr. V. duam.;;;;;;zuamgen;
D;AugustaMAP;duamniechen;? duamnien che. intr. Tener consideración con su prójimo, recibir bien a las personas, interesarse por ellas. Duamniechelay 'no tiene consideración con nadie'.;;;;;;zuamniechen;
D;AugustaMAP;duamnien;? duamün, duamyen. tr. Necesitar. Duamnien papel 'necesito papel'. | Pensar, tener la intención de hacer algo. Duamnien ñi wüñomeagel 'pienso volverme'. | Tener gusto por algo. Tüfachi küdaw duamnielafiñ kintuan ka küdaw 'no me gusta este trabajo, buscaré otro'. | Con negación: no tener miedo a algo, no tener miedo o respeto a una persona. Duamnielawfiñ chem küdaw no rume 'no le amedrentaba trabajo alguno'. Duamnielafuy ñi küdaw 'su trabajo no le era demasiado, no lo temía'. Tüfachi wentru duamnielafiñ 'no le tengo miedo ni respeto a este hombre, le puedo pegar a la hora que quiera'.;;;;;;zuamnien;
D;AugustaMAP;duamtunien;tr. Acordarse de algo, tenerlo en la memoria. | Pensar, desear hacerlo. | Tener que hacer con alguno, necesitar.;;;;;;zuamtunien;
D;AugustaMAP;duamün;tr. Querer, desear, necesitar, hacer caso de algo o de alguien. Ka che ñi kure duamüñmalayafimi 'no desearás la mujer de otro'. Duamüñmayagen tañi düngu 'ten interés por mi asunto' (dícese para encarecerle que se imponga bien del asunto del interesado).;;;;;;zuamün;
D;AugustaMAP;duamyen;tr. Necesitar.;;;;;;zuamyen;
D;AugustaMAP;duamyepeyel;part. pas. Lo que se necesita, los útiles, utensilios.;;;;;;zuamyepeyel;
D;AugustaMAP;dücha;s. Trampa. | Huapi. Trampa para coger pájaros.;;;;;;zücha;
D;AugustaMAP;düchakachu;"s. comp. Bot. Hierba que crece en los trigos y hiere mucho los pies. Soliva sessilis R. et Pav.; fam. Compositae.";;;;;;züchakachu;
D;AugustaMAP;düchengkün;? düchingkün.;;;;;;züchegkün;
D;AugustaMAP;duchifün;tr. Pangui. ? duchimün.;;;;;;zuchifün;
D;AugustaMAP;duchimün;tr. Desgranar maíz.;;;;;;zuchimün;
D;AugustaMAP;düchingkün;s. Pangui. El rayo del sol.;;;;;;züchigkün;
D;AugustaMAP;düchingküpun;intr. Pangui. Re?ejarse. Düchingküpuy antü ko mew 'el sol se re?eja en el agua'.;;;;;;züchigküpun;
D;AugustaMAP;düchingnagpan;intr. Pangui. Radiar (de arriba). Düchingnagpay antü 'el sol deja caer sus rayos'.;;;;;;züchignaqpan;
D;AugustaMAP;düchingün antü;Radiar el sol. Düchingkonpay antü 'un rayo de sol entró aquí'. Düchingnagi antü 'el sol deja caer sus rayos'.;;;;;;züchigün antü;
D;AugustaMAP;dücho;s. Achupalla (planta). | Huapi. El juponillo (planta).;;;;;;zücho;
D;AugustaMAP;dufdufülün;tr. Pangui. Enturbiar.;;;;;;zufzufülün;
D;AugustaMAP;dufdufün;intr. Pangui. Enturbiarse.;;;;;;zufzufün;
D;AugustaMAP;duke;s. Pangui. El jeme (?), la cuarta.;;;;;;zuke;
D;AugustaMAP;dükon, dükoñ;s. La coronta (espiga desgranada). Dükon üwa 'la coronta de maíz'.;;;;;;zükon, zükoñ;
D;AugustaMAP;dükon, dükoñ üwa;s. comp. La coronta de maíz.;;;;;;zükon, zükoñ üwa;
D;AugustaMAP;dükonfillan;intr. Huapi. Habérsele concluido (al sujeto) todas las provisiones (quedándole no más que las corontas de maíz).;;;;;;zükonfillan;
D;AugustaMAP;dükoñ filla;Es expresión muy rara, entendida por pocos.;;;;;;zükoñ filla;
D;AugustaMAP;dükütuwe;s. Huapi. El palo arqueado que se pone debajo de la piedra de moler.;;;;;;zükütuwe;
D;AugustaMAP;düllawkülen;intr. Formar charcos.;;;;;;züllawkülen;
D;AugustaMAP;düllawün;intr. Estancarse, formar charcos el agua.;;;;;;züllawün;
D;AugustaMAP;dülleg;s. Pangui. Püchüke dülleg 'astillas'.;;;;;;zülleq;
D;AugustaMAP;dullin;tr. Escoger, elegir. Dulliñke che 'los escogidos'.;;;;;;zullin;
D;AugustaMAP;dullindüngun;intr. Hablar bien, con palabras escogidas.;;;;;;zullinzügun;
D;AugustaMAP;dullinentun;tr. Escoger entre.;;;;;;zullinentun;
D;AugustaMAP;dulliñün;tr. ? dullin.;;;;;;zulliñün;
D;AugustaMAP;düllwi;s. Lombriz de tierra.;;;;;;züllwi;
D;AugustaMAP;düllwi piru;s. comp. Pangui. La lombríz de la tierra.;;;;;;züllwi piru;
D;AugustaMAP;dumdumelkintunün;intr. Pangui. Tener la vista ofuscada, p. ej. por unos anteojos muy fuertes. Dumdumelkintunngelu fey puwkelay ñi kintun küme 'quien tiene la vista ofuscada, (tal) no alcanza a ver bien'.;;;;;;zumzumelkintunün;
D;AugustaMAP;dumdumükintunelün;tr. Deslumbrar a alguno, ofuscarle.;;;;;;zumzumükintunelün;
D;AugustaMAP;dumdumümeken;intr. Pangui. Tener como empañada la vista, etc.;;;;;;zumzumümeken;
D;AugustaMAP;dumdumün;intr. Ofuscarse. Dumdumüy ñi kintun illkun mew 'se le nubló la vista de rabia'. Dumdumüñmanew ñi kintun chi pelomtue 'la luz me dejó como ciego'.;;;;;;zumzumün;
D;AugustaMAP;dümillko;s. Astilla.;;;;;;zümillko;
D;AugustaMAP;dümin;? ñümin. || dümin makuñ. Manta con dibujos entretejidos.;;;;;;zümin;
D;AugustaMAP;dumiñ;s. La oscuridad. | adj. Oscuro.;;;;;;zumiñ;
D;AugustaMAP;dumiñmalen;intr. Ver oscuro. Dumiñmaley illkun mew 've oscuro en su rabia'.;;;;;;zumiñmalen;
D;AugustaMAP;dumiñman;intr. Oscurecérsele (la vista) a uno, sorprenderle la oscuridad (al sujeto).;;;;;;zumiñman;
