Theme;Is Under The Theme;Word;Translation;Image;Definition;Conjugation;Declensions;Examples;Pronunciation;OLD
InekeSmeets;Adverb;itxore;"merely;";;;;;;/???ö?ë/;itrore
InekeSmeets;Noun;itxotxipa;"area before/in front of something, before (space or position); itrotripa rukamu nen kiñe wangku 'I have a chair in front of my house'.";;;;;;/???ö???p?/;itrotripa
InekeSmeets;Noun;itxokom;"everybody; see itro.";;;;;;/???ököm/;itrokom
InekeSmeets;Transitive;iy-;"to eat; see i-.";;;;;;/?j/;iy-
InekeSmeets;Noun;iyal;"food; see i-.";;;;;;/?j?l/;iyal
InekeSmeets;Transitive;illkuñpe-;"see lladkü-ñpe-;";;;;;;/??k??pë/;illkuñpe-
InekeSmeets;Adjective;ka;"other, different, also, again, and; kake che 'other people'; ka tasa 'a different cup'; ka semana 'next week'; ka ñidolküley 'he is also the leader'; ka lantuy 'he became a widower again'; dewmay ñi ruka ka kintuy kiñe domo 'he built his house and looked for a woman'; kañ püle 'on the other side';";;;;;;/k?/;ka
InekeSmeets;Adverb;kaka;"again and again;";;;;;;/k?k?/;kaka
InekeSmeets;Noun;kake kiñeke;"each one;";;;;;;/k?kë k??ëkë/;kake kiñeke
InekeSmeets;Noun;kakelu;"the others;";;;;;;/k?kël?/;kakelu
InekeSmeets;Intransitive;kale-;"to be different (not character); kaleay chi tañi pipingen 'perhaps he will strike a different note';";;;;;;/k?lë/;kale-
InekeSmeets;Adjective;kamapu;"far;";;;;;;/k?m?p?/;kamapu
InekeSmeets;Adverb;kamel;"next year; mel 'time' (Augusta);";;;;;;/k?mël/;kamel
InekeSmeets;Intransitive;kage-;"to be different (character); kangey 'he is different, he is peculiar';";;;;;;/k??ë/;kange-
InekeSmeets;Adjective;kagechi;"different, differently;";;;;;;/k??ët?h?/;kangechi
InekeSmeets;Noun;kagelu;the other.;;;;;;/k??ël?/;kangelu
InekeSmeets;Noun;karuka;"neighbour; also ka-ruka-tu;";;;;;;/k???k?/;karuka
InekeSmeets;Noun;karukatu;see ka-ruka.;;;;;;/k???k?t?/;karukatu
InekeSmeets;Transitive;karukatu-;"to visit a neighbour, to move next to a person;";;;;;;/k???k?t?/;karukatu-
InekeSmeets;Particle;ka;see 32.16.;;;;;;/k?/;ka
InekeSmeets;Noun;kabüra;"goat; also kapüra; Sp. cabra.";;;;;;/k?bü??/;kabüra
InekeSmeets;Noun;kachilla;wheat.;;;;;;/k?t?h???/;kachilla
InekeSmeets;Noun;kachu;"grass, pasture; eymi ta küpalelafilu ta kachu 'yous must bring him grass';";;;;;;/k?t?h?/;kachu
InekeSmeets;Intransitive;kachu-;"to come up (grass);";;;;;;/k?t?h?/;kachu-
InekeSmeets;Transitive;kachukal-;to make an animal graze, to pasture.;;;;;;/k?t?h?k?l/;kachukal-
InekeSmeets;Noun;kazi;"side, rib, bed-fellow;";;;;;;/k???/;kadi
InekeSmeets;Noun;afkazi;"person next to another person, bosom friend, companion, advisor;";;;;;;/?fk???/;afkadi
InekeSmeets;Intransitive;afkazile-;"to be next to a person;";;;;;;/?fk???lë/;afkadile-
InekeSmeets;Transitive;afkazinie-;"to have someone at one's side;";;;;;;/?fk???n?ë/;afkadinie-
InekeSmeets;Transitive;kazilentu-;to put aside, to catch up with someone.;;;;;;/k???lënt?/;kadilentu-
InekeSmeets;Noun;kafe;"coffee; Sp. café;";;;;;;/k?’fë/;kafe
InekeSmeets;Intransitive;kafe-;"to make coffee;";;;;;;/k?fë/;kafe-
InekeSmeets;Intransitive;kafetu-;to drink coffee.;;;;;;/k?fët?/;kafetu-
InekeSmeets;Intransitive;kafkü-;"to whisper (to);";;;;;;/k?fkü/;kafkü-
InekeSmeets;Transitive;kafkül-;to whisper to.;;;;;;/k?fkül/;kafkül-
InekeSmeets;Transitive;kafüz-;to scrape, to scratch.;;;;;;/k?fü?/;kafüd-
InekeSmeets;Noun;kaqül;spittle, spit.;;;;;;/k?qül/;kagül
InekeSmeets;Intransitive;kakak-;"to crow, to make the sound of a cock; also kakakü-; kakara- (MM), kakaya- (JM); kiñetu kakaküle alka 'at the first crowing sound of the cock, at dawn'.";;;;;;/k?k?k/;kakak-
InekeSmeets;Intransitive;kakakü-;see kakak-.;;;;;;/k?k?kü/;kakakü-
InekeSmeets;Adjective;kakül;"sideways; kakülküliy 'he is lying/sitting sideways'.";;;;;;/k?kül/;kakül
InekeSmeets;Noun;kal;"hair, fleece, pelt;";;;;;;/k?l/;kal
InekeSmeets;k?lt?h?;kalcha;"pubic hair, hair in the armpits; kal küwü 'hair on one's hand'; kal ufisha 'fleece of a sheep'.";;;;;;/</li></ul>/;kalcha
InekeSmeets;Noun;kalera;"staircase, ladder; Sp. escalera.";;;;;;/k?lë??/;kalera
InekeSmeets;Noun;kalku;witch. Witches, usually male, occasionally female, bring harm to people and animals. They use stones, birds and supernatural creatures like the añchümalleñ, the chonchon and the witranalwe for their practice of witchcraft. Witches are held responsible for illness and death.;;;;;;/k?lk?/;kalku
InekeSmeets;Noun;kallekalle;"wild plant with long roots; Liertia ixiodes iridacea, iridacea (Augusta). The roots of the plant are used to make a comb.";;;;;;/k??ëk??ë/;kallekalle
InekeSmeets;Adjective;kallfü;"purple, blue;";;;;;;/k??fü/;kallfü
InekeSmeets;Intransitive;kallfü-;"to become purple, to be purple, to make purple; kallfüy 'it is purple (permanent characteristic)'; petu kallfüy 'it is becoming purple'; kallfüley 'it is purple (having become purple)'; kallfüngey 'it has purple'.";;;;;;/k??fü/;kallfü-
InekeSmeets;Aux;kalli;"enabling; see 25.4; kalli amupe! 'let him gol';";;;;;;/k???/;kalli
InekeSmeets;Intransitive;kallikaw-;"to be at ease, to feel at ease; kallikawküdawkülen 'I am working without hurry'.";;;;;;/k???k?w/;kallikaw-
InekeSmeets;Conj;kam;"or; feyta kam kangelu? 'this one or the other one?'; iniy doy kimüy, eymi kam iñche? 'who knows more, yous or me?'.";;;;;;/k?m/;kam
InekeSmeets;Particle;kam;see 32.12.;;;;;;/k?m/;kam
InekeSmeets;Noun;kama;"big quantity (RR); kaman (MM); iñche kaman ilo nien 'I have a lot of meat'; kamalekefuy che 'there were a lot of people'.";;;;;;/k?m?/;kama
InekeSmeets;Noun;kamañ;"shepherd, guardian (a person or a dog); kulliñ kamañ 'herdsman'.";;;;;;/k?m??/;kamañ
InekeSmeets;Adjective;kamapu;"far; see ka.";;;;;;/k?m?p?/;kamapu
InekeSmeets;Noun;kamel;"next year; see ka.";;;;;;/k?mël/;kamel
InekeSmeets;Noun;kampo;"country; also kampu; Sp. campo.";;;;;;/k?mpö/;kampo
InekeSmeets;Noun;kampu;see kampo.;;;;;;/k?mp?/;kampu
InekeSmeets;Transitive;kana-;"to earn; Sp. ganar.";;;;;;/k?n?/;kana-
InekeSmeets;Noun;kanesta;"basket; Sp. canasta.";;;;;;/k?nëst?/;kanesta
InekeSmeets;Noun;kanin;vulture.;;;;;;/k?n?n/;kanin
InekeSmeets;Noun;kaniru;"mutton; Sp. carnero.";;;;;;/k?n???/;kaniru
InekeSmeets;Noun;kansu;"goose; Sp. ganso.";;;;;;/k?ns?/;kansu
InekeSmeets;Transitive;kagka-;"to roast;";;;;;;/k??k?/;kangka-
InekeSmeets;Adjective;kagkan;"roasted;";;;;;;/k??k?n/;kangkan
InekeSmeets;Noun;kagkawe;spit.;;;;;;/k??k?wë/;kangkawe
InekeSmeets;Adjective;kañ;"variant of ka 'other'; see ka.";;;;;;/k??/;kañ
InekeSmeets;Noun;kapata;"foreman; Sp. capataz.";;;;;;/k?p?t?/;kapata
InekeSmeets;Noun;kapi;"pod; füreke kapi may tüfachi trapi 'this red pepper has hot seed-pods'.";;;;;;/k?p?/;kapi
InekeSmeets;Transitive;kapun-;to castrate (RR, JM). Sp. capar.;;;;;;/k?p?n/;kapun-
InekeSmeets;Noun;kapüra;"goat; also kabüra; Sp. cabra.";;;;;;/k?pü??/;kapüra
InekeSmeets;Noun;kara;town. Is an old word, still found in names of places, e.g. Karawe.;;;;;;/k???/;kara
InekeSmeets;Intransitive;karkar-;to quack (chicken, cock, goose).;;;;;;/k??k??/;karkar-
InekeSmeets;Adjective;karü;"green, raw; pilang ~ pülang karü 'light-green'; kurü karü 'dark-green';";;;;;;/k??ü/;karü
InekeSmeets;Intransitive;karü-;to become green, to be green.;;;;;;/k??ü/;karü-
InekeSmeets;Noun;karuka;"neighbour; see ka, ruka.";;;;;;/k???k?/;karuka
InekeSmeets;Transitive;kasa-;"to hunt; Sp. cazar.";;;;;;/k?s?/;kasa-
InekeSmeets;Adjective;kashü;"grey (not RR); kashü ngürü 'grey fox';";;;;;;/k??ü/;kashü
InekeSmeets;Intransitive;kashü-;to become grey, to be grey.;;;;;;/k??ü/;kashü-
InekeSmeets;Transitive;kata-;"to pierce;";;;;;;/k?t?/;kata-
InekeSmeets;Noun;katan;"hole;";;;;;;/k?t?n/;katan
InekeSmeets;Transitive;katarulme-;"to pierce through;";;;;;;/k?t???lmë/;katarulme-
InekeSmeets;Noun;katawe;dagger.;;;;;;/k?t?wë/;katawe
InekeSmeets;Transitive;katxü-;"to cut, to mow, to cut someone off; iñche katrün ñi changüllkuwü 'I cut my finger'; katrükonkilnge kangelu petu nütramkale! 'don't interrupt someone when he is talking!';";;;;;;/k???ü/;katrü-
InekeSmeets;Transitive;katxüka-;"to cut into several pieces;";;;;;;/k???ük?/;katrüka-
InekeSmeets;Intransitive;katxükaw-;"to cut oneself several times;";;;;;;/k???ük?w/;katrükaw-
InekeSmeets;Intransitive;katxüketxan-;"to mow wheat;";;;;;;/k???ükë???n/;katrüketran-
InekeSmeets;Transitive;katxül-;"to cut unwittingly, to pull to pieces;";;;;;;/k???ül/;katrül-
InekeSmeets;Noun;katxün;piece, cut.;;;;;;/k???ün/;katrün
InekeSmeets;Transitive;katxüntuku-;"to cut off, to cut without wanting to;";;;;;;/k???ünt?k?/;katrüntuku-
InekeSmeets;Noun;katxüntukun;"room (in a house), part that is out off;";;;;;;/k???ünt?k?n/;katrüntukun
InekeSmeets;Transitive;katxütu-;"to cut someone off, to block someone's way, to bump against (-mew);";;;;;;/k???üt?/;katrütu-
InekeSmeets;Intransitive;katxüw-;"to harvest;";;;;;;/k???üw/;katrüw-
InekeSmeets;Noun;katxüwüngen;"harvest season;";;;;;;/k???üwün?ën/;katrüwünngen
InekeSmeets;Noun;kawallete;"ridge (of a roof); Sp. caballete.";;;;;;/k?w??ëtë/;kawallete
InekeSmeets;Noun;kawchu;young lady.;;;;;;/k?wt?h?/;kawchu
InekeSmeets;Intransitive;kawe-;"to row;";;;;;;/k?wë/;kawe-
InekeSmeets;Noun;kawepeyem;stick to row with, oar.;;;;;;/k?wëpëjëm/;kawepeyem
InekeSmeets;Noun;kawell;"horse; also kawellu; Sp. caballo; also kaweyu;";;;;;;/k?wë?/;kawell
InekeSmeets;Noun;kawellu;"see kawell;";;;;;;/k?wë??/;kawellu
InekeSmeets;Noun;kaweyu;"horse; Sp. caballo; kawel(ü) is more frequent.";;;;;;/k?wëj?/;kaweyu
InekeSmeets;Intransitive;agkazpürakawellu-;"to mount a horse behind another person;";;;;;;/??k??pü??k?wë??/;angkadpürakawellu-
InekeSmeets;Intransitive;kawellküle-;"to ride horse; also püra-kawell-küle-;";;;;;;/k?wë?külë/;kawellküle-
InekeSmeets;Transitive;kawellutu-;"to sit/ride on something or someone, as if on a horse;";;;;;;/k?wë??t?/;kawellutu-
InekeSmeets;Noun;kawellutun;a person on horseback.;;;;;;/k?wë??t?n/;kawellutun
InekeSmeets;Intransitive;pürakawellküle-;"see kawell-küle-;";;;;;;/pü??k?wë?külë/;pürakawellküle-
InekeSmeets;Noun;kawitu;"bed; Qu. kawitu.";;;;;;/k?w?t?/;kawitu
InekeSmeets;Noun;kawle;"cable; Sp. cable.";;;;;;/k?wlë/;kawle
InekeSmeets;Transitive;kawlitu-;to scratch.;;;;;;/k?wl?t?/;kawlitu-
InekeSmeets;Noun;kawüz;"spoon; also kawüsh;";;;;;;/k?wü?/;kawüd
InekeSmeets;Transitive;kawüz-;"to spoon out; also kawüsh-;";;;;;;/k?wü?/;kawüd-
InekeSmeets;Noun;kawüzkantuwe;a piece of wood to spoon something out with.;;;;;;/k?wü?k?nt?wë/;kawüdkantuwe
InekeSmeets;Noun;kawüzwe;"spoon, a thing to spoon something out with;";;;;;;/k?wü?wë/;kawüdwe
InekeSmeets;Transitive;kawüsh-;"see kawüd-;";;;;;;/k?wü?/;kawüsh-
InekeSmeets;Noun;kawüsh;"spoon; see kawüd.";;;;;;/k?wü?/;kawüsh
InekeSmeets;Particle;kay;see 32.4.;;;;;;/k?j/;kay
InekeSmeets;Intransitive;kaykay-;to cackle (sound made by a hen after laying an egg) (JM), cf. kuchacha-.;;;;;;/k?jk?j/;kaykay-
InekeSmeets;Noun;kayñe;enemy.;;;;;;/k?j?ë/;kayñe
InekeSmeets;Num;kayu;six.;;;;;;/k?j?/;kayu
InekeSmeets;Particle;ke;see 32.17.;;;;;;/kë/;ke
InekeSmeets;Num;kechu;five.;;;;;;/kët??/;kechu
InekeSmeets;Transitive;keziñ-;to shear (sheep).;;;;;;/kë???/;kediñ-
InekeSmeets;Transitive;kekaw-;"complain; Sp. quejarse.";;;;;;/këk?w/;kekaw-
InekeSmeets;Noun;kele;rheum (in the corners of the eye when waking up).;;;;;;/këlë/;kele
InekeSmeets;Adjective;kelü;"red;";;;;;;/këlü/;kelü
InekeSmeets;Intransitive;kelü-;"to be red;";;;;;;/këlü/;kelü-
InekeSmeets;Intransitive;kelütxipa-;"to go red, to blush;";;;;;;/këlü???p?/;kelütripa-
InekeSmeets;Intransitive;kelüw-;to become red.;;;;;;/këlüw/;kelüw-
InekeSmeets;Transitive;kellu-;"help;";;;;;;/kë??/;kellu-
InekeSmeets;Transitive;kelluntuku-;to help out.;;;;;;/kë??nt?k?/;kelluntuku-
InekeSmeets;Noun;keñkeñko;"waterplant; probably consisting of keñkeñ(?) and ko 'water'.";;;;;;/kë?kë?kö/;keñkeñko
InekeSmeets;Transitive;ketxa-;"to plough;";;;;;;/kë???/;ketra-
InekeSmeets;Intransitive;katxüketxan-;"to mow;";;;;;;/k???ükë???n/;katrüketran-
InekeSmeets;Noun;ketxan;"crop (corn, wheat, potatoes etc.);";;;;;;/kë???n/;ketran
InekeSmeets;Noun;ketxawüngen;ploughing season.;;;;;;/kë???wün?ën/;ketrawünngen
InekeSmeets;Noun;ketxe;chin.;;;;;;/kë??ë/;ketre
InekeSmeets;Adjective;ketxo;mute.;;;;;;/kë??ö/;ketro
InekeSmeets;Transitive;kewa-;"to hit, to beat (to defeat), to fight; kewakewangekiy 'they were fighting all the time'; kewafin 'I hit him, I fought with him'; kewangen 'I was hit, I was beaten';";;;;;;/këw?/;kewa-
InekeSmeets;Transitive;kewal-;"to let fight;";;;;;;/këw?l/;kewal-
InekeSmeets;Transitive;kewatu-;"to fight, to combat, to go to war against; ka kisuke dewmayngün ñi mapuche tralka ñi kewatuafiyem ti pu ñuwa 'each one of themp prepared his Mapuche gun in order to fight the thieves'.";;;;;;/këw?t?/;kewatu-
InekeSmeets;Noun;kewün;"tongue; probably contains wün 'mouth'.";;;;;;/këwün/;kewün
InekeSmeets;Intransitive;kizkiz-;to squeak, to giggle.;;;;;;/k??k??/;kidkid-
InekeSmeets;Noun;kilkay;necklace (silver necklace with a coin on each link).;;;;;;/k?lk?j/;kilkay
InekeSmeets;Noun;killkill;night-bird.;;;;;;/k??k??/;killkill
InekeSmeets;Adjective;kim;"knowing, wise, well-behaved;";;;;;;/k?m/;kim
InekeSmeets;Aux;kim;"to know how to, see 25.4; kim dungulay 'he does not know how to speak';";;;;;;/k?m/;kim
InekeSmeets;Transitive;kim-;"to know, to learn (to gain knowledge of, to be informed), to remember; kimüñmalafin ñi rakiduam 'I don't know what his thoughts are'; iñche kimlan 'I don't know'; iñche pichi kimnien 'as far as I know'; kimnuchi pichiche 'innocent child'; iñche petu kimün fey akulu fey 'I have just learned that he has arrived'; newe küme kimnielan 'I don't remember very well';";;;;;;/k?m/;kim-
InekeSmeets;Transitive;kimel-;"to teach, to let someone know;";;;;;;/k?mël/;kimel-
InekeSmeets;Noun;kimelchefe;"see kim-el-fe;";;;;;;/k?mëlt?ëfë/;kimelchefe
InekeSmeets;Transitive;kimelfal-;"to make generally known;";;;;;;/k?mëlf?l/;kimelfal-
InekeSmeets;Noun;kimelfe;"teacher; also kim-el-che-fe;";;;;;;/k?mëlfë/;kimelfe
InekeSmeets;Transitive;kimeltuku-;"to let someone know (as a warning);";;;;;;/k?mëlt?k?/;kimeltuku-
InekeSmeets;Intransitive;kimfaluw-;"to make oneself known; kimfaluwpalay 'when he came in, he did not make himself known'.";;;;;;/k?mf?l?w/;kimfaluw-
InekeSmeets;Adjective;kimfall;"known, recognizable;";;;;;;/k?mf??/;kimfall
InekeSmeets;Intransitive;kimkon-;"to find out;";;;;;;/k?mkön/;kimkon-
InekeSmeets;Intransitive;kimküle-;"to be prudent, sensible, conscious, aware;";;;;;;/k?mkülë/;kimküle-
InekeSmeets;Intransitive;kimpüra-;"to realize;";;;;;;/k?mpü??/;kimpüra-
InekeSmeets;Transitive;kimtu-;"to remember;";;;;;;/k?mt?/;kimtu-
InekeSmeets;Transitive;kimtuku-;"to have known for some time;";;;;;;/k?mt?k?/;kimtuku-
InekeSmeets;Noun;kincha;vegetable garden.;;;;;;/k?nt?h?/;kincha
InekeSmeets;Transitive;kintu-;"to look for, to search, to look;";;;;;;/k?nt?/;kintu-
InekeSmeets;Transitive;kintuzuam-;"to look for trouble, to pick a quarrel with someone;";;;;;;/k?nt????m/;kintuduam-
InekeSmeets;Intransitive;kintukawküle-;to be looking for all kind of stuff for oneself, to be shopping.;;;;;;/k?nt?k?wkülë/;kintukawküle-
InekeSmeets;Intransitive;kintumara-;"to look/hunt for hare;";;;;;;/k?nt?m???/;kintumara-
InekeSmeets;Intransitive;kigig-;"to whine (sound made by a dog);";;;;;;/k????/;kinging-
InekeSmeets;Intransitive;kigigkigigge-;"to be whining constantly;";;;;;;/k????k?????ë/;kingingkingingnge-
InekeSmeets;Intransitive;kigigkigigtu-;"to imitate the whining of a dog;";;;;;;/k????k????t?/;kingingkingingtu-
InekeSmeets;Transitive;kigigkigigtul-;to imitate the whining of.;;;;;;/k????k????t?l/;kingingkingingtul-
InekeSmeets;Num;kiñe;"one, once, about/more or less (with numbers), single. kiñe is sometimes used as an indefinite article. kiñe umameyu 'wed stayed there one night'; kiñe püle 'on one side'; kiñe rume 'if only one'; kiñe nu rume 'not even one'; kiñe epu küyen 'for about two months'; kiñe mufü 'quite a few';";;;;;;/k??ë/;kiñe
InekeSmeets;Adjective;kake kiñeke;"each one; kake kiñeke yenieyiñ makuñ anu mawünle 'wep take each of us a coat with us in case it rains';";;;;;;/k?kë k??ëkë/;kake kiñeke
InekeSmeets;Adverb;kiñechi;"once;";;;;;;/k??ët??/;kiñechi
InekeSmeets;Adjective;kiñeke;"some, a few, one by one, one each;";;;;;;/k??ëkë/;kiñeke
InekeSmeets;Adverb;kiñekemew;"sometimes;";;;;;;/k??ëkëmëw/;kiñekemew
InekeSmeets;Noun;kiñekentu;"some; kiñekentu tripayiñ 'some of usp left';";;;;;;/k??ëkënt?/;kiñekentu
InekeSmeets;Transitive;kiñel-;"to give one to;";;;;;;/k??ël/;kiñel-
InekeSmeets;Intransitive;kiñele-;"to be one, to be single/alone;";;;;;;/k??ëlë/;kiñele-
InekeSmeets;Adjective;kiñelechi;"single;";;;;;;/k??ëlët??/;kiñelechi
InekeSmeets;Intransitive;kiñege-;"to be single/alone (always);";;;;;;/k??ë?ë/;kiñenge-
InekeSmeets;Adjective;kiñegechi;"first, unique, alone, for the first time, (for) once;";;;;;;/k??ë?ët??/;kiñengechi
InekeSmeets;Adverb;kiñetu;"(for) once, for the first time;";;;;;;/k??ët?/;kiñetu
InekeSmeets;Adverb;kiñew;together.;;;;;;/k??ëw/;kiñew
InekeSmeets;Adverb;kisa;"maybe; Sp. quizás.";;;;;;/k?’s?/;kisa
InekeSmeets;Adverb;kishu;"alone, self/own (giving emphasis to the individual character of the person referred to); kishu ~ kisu (RR, MM). kishu is also used as a substitutive personal pronoun, see 15.1. kishu küdawkülen 'I am working alone'; kishukentu amuayu 'wed will go alone (each of us)'; kishu dunguaymew eymi 'he will talk to yous himself'; kishu engün amufaltunofel 'theyp should not go';";;;;;;/k???/;kishu
InekeSmeets;Intransitive;kishule-;"to be alone;";;;;;;/k???lë/;kishule-
InekeSmeets;Adverb;kishutu;on one's own initiative, for one's own account.;;;;;;/k???t?/;kishutu
InekeSmeets;Noun;kitxa;"pipe;";;;;;;/k????/;kitra
InekeSmeets;Transitive;kitxatu-;to smoke a pipe.;;;;;;/k????t?/;kitratu-
InekeSmeets;Noun;kitxatuwe;"clay to make pipes from, also a place-name;";;;;;;/k????t?wë/;kitratuwe
InekeSmeets;Noun;ko;"water;";;;;;;/kö/;ko
InekeSmeets;Noun;püranko;"spring;";;;;;;/pü??nkö/;püranko
InekeSmeets;Noun;wichillko;creek.;;;;;;/w?t???kö/;wichillko
InekeSmeets;Adjective;kochü;"sweet (sugar, appels, oranges), as opposed to kotrü 'salt, sour';";;;;;;/köt?ü/;kochü
InekeSmeets;Intransitive;kochü-;"to become sweet, to be sweet;";;;;;;/köt?ü/;kochü-
InekeSmeets;Transitive;kochül-;to make sweet.;;;;;;/köt?ül/;kochül-
InekeSmeets;Intransitive;kofi-;"to become (burning) hot/heated;";;;;;;/köf?/;kofi-
InekeSmeets;Transitive;kofim-;"to heat up;";;;;;;/köf?m/;kofim-
InekeSmeets;Adjective;kofin;"hot; kofin pañillwe 'hot iron'.";;;;;;/köf?n/;kofin
InekeSmeets;Noun;kofke;"bread;";;;;;;/köfkë/;kofke
InekeSmeets;Transitive;kofke-;"to make bread;";;;;;;/köfkë/;kofke-
InekeSmeets;Noun;kofkefe;"baker;";;;;;;/köfkëfë/;kofkefe
InekeSmeets;Intransitive;kofketu-;"to eat bread;";;;;;;/köfkët?/;kofketu-
InekeSmeets;Noun;kofketufe;bread-eater.;;;;;;/köfkët?fë/;kofketufe
InekeSmeets;Noun;kolexio;"school; Sp. colegio;";;;;;;/kölëx?ö/;kolexio
InekeSmeets;Intransitive;kolexiotu-;to go to school.;;;;;;/kölëx?öt?/;kolexiotu-
InekeSmeets;Adjective;kolü;"brown, reddish brown, beige; also kollü;";;;;;;/kölü/;kolü
InekeSmeets;Intransitive;kolü-;to become brown, to be brown.;;;;;;/kölü/;kolü-
InekeSmeets;Noun;kollella;ant.;;;;;;/kö?ë??/;kollella
InekeSmeets;Noun;kollkoma;coot (not RR, not JM).;;;;;;/kö?köm?/;kollkoma
InekeSmeets;Adjective;kollü;"brown, reddish brown, beige; see kolü.";;;;;;/kö?ü/;kollü
InekeSmeets;Adjective;kom;"all, entire, completely; kom kurü 'entirely black'; kom pun 'all nights, the entire night'; iñche ta kom kimün 'I know everything'.";;;;;;/köm/;kom
InekeSmeets;Noun;kompañ;"comrade; Sp. compañero; kompañwen 'friends/partners of one another';";;;;;;/kömp??/;kompañ
InekeSmeets;Transitive;kompañ-;"to accompany; fey müna kümey kompañkiawülünmew 'he is very good to hang around with'.";;;;;;/kömp??/;kompañ-
InekeSmeets;Transitive;komütu-;to gaze with rapture.;;;;;;/kömüt?/;komütu-
InekeSmeets;Noun;kon;opponent (in a game).;;;;;;/kön/;kon
InekeSmeets;Intransitive;kon-;"to enter, to start; konpange! 'come in!'; fücha konüy 'it is deep'; tunte konüy tachi küyen? 'which day of the month is it?'; mari kiñe antü konüy 'it is the eleventh'; konayiñ nganün 'wep will begin to sow/plant'; kiñe füta firemamew konün 'I joined a big firm'; konün antü 'when the sun goes down'; konün pun 'at nightfall';";;;;;;/kön/;kon-
InekeSmeets;Intransitive;anükon-;"to sit down in, to move in with in-laws;";;;;;;/?nükön/;anükon-
InekeSmeets;Intransitive;konantü-;"to get the heat of the sun;";;;;;;/kön?ntü/;konantü-
InekeSmeets;Intransitive;konma-;"to get, to take in; konmay trufür ñi nge 'I got dust in my eye';";;;;;;/könm?/;konma-
InekeSmeets;Transitive;kontu-;"to enter, to go into, to invade; ruka kontungen 'my house was broken into';";;;;;;/könt?/;kontu-
InekeSmeets;Transitive;lefkontu-;to attack suddenly.;;;;;;/lëfkönt?/;lefkontu-
InekeSmeets;Intransitive;ütxüfkont-;"to fall in;";;;;;;/ü??üfkön/;ütrüfkont-
InekeSmeets;Noun;kona;"young man, soldier, servant;";;;;;;/kö’n?/;kona
InekeSmeets;Intransitive;konakonatu-;"to take courage, to pretend to be a young man;";;;;;;/kön?kön?t?/;konakonatu-
InekeSmeets;Transitive;konakonatul-;to encourage.;;;;;;/kön?kön?t?l/;konakonatul-
InekeSmeets;Noun;kogka;"sheaf; kongka küna 'a bundle of reed'.";;;;;;/kö?k?/;kongka
InekeSmeets;Noun;kogkog;owl.;;;;;;/kö?kö?/;kongkong
InekeSmeets;Intransitive;kogkül-;to growl (pigs).;;;;;;/kö?kül/;kongkül-
InekeSmeets;Adjective;koñoll;"(deep) purple;";;;;;;/kö?ö?/;koñoll
InekeSmeets;Intransitive;koñoll-;"to become purple, to be purple;";;;;;;/kö?ö?/;koñoll-
InekeSmeets;Transitive;koñolltu-;"to dye purple;";;;;;;/kö?ö?t?/;koñolltu-
InekeSmeets;Noun;koñollwe;purple dye.;;;;;;/kö?ö?wë/;koñollwe
InekeSmeets;Noun;koñü;"baby/young (of a woman or an animal), child of a woman's sister(-in- law) or brother(-in-law); koñi (RR);";;;;;;/kö?ü/;koñü
InekeSmeets;Intransitive;koñü-;"to give birth; kiñe koñün waka 'a cow which has calved'.";;;;;;/kö?ü/;koñü-
InekeSmeets;Intransitive;koñüge-;"to have a young;";;;;;;/kö?ü?ë/;koñünge-
InekeSmeets;Noun;koñüntu;"nephews and nieces;";;;;;;/kö?ünt?/;koñüntu
InekeSmeets;Noun;koñüwen;"mother and young;";;;;;;/kö?üwën/;koñüwen
InekeSmeets;Intransitive;niekoñüle-;"to be pregnant/with young;";;;;;;/n?ëkö?ülë/;niekoñüle-
InekeSmeets;*;kopüz-;;;;;;;/köpü?/;kopüd-
InekeSmeets;Intransitive;kopüzküle-;"to lie face downward;";;;;;;/köpü?külë/;kopüdküle-
InekeSmeets;Transitive;kopüzkünuw-;"to lie/sit down face downward;";;;;;;/köpü?kün?w/;kopüdkünuw-
InekeSmeets;Transitive;kopüznie-;to hold in a face downward position.;;;;;;/köpü?n?ë/;kopüdnie-
InekeSmeets;Noun;koral;"fence, yard; Sp. corral; mamüll koral 'wooden fence'.";;;;;;/kö??l/;koral
InekeSmeets;Noun;korkopel;"throat; cf. pel 'neck, throat'.";;;;;;/kö?köpël/;korkopel
InekeSmeets;Noun;korü;"soup;";;;;;;/kö?ü/;korü
InekeSmeets;Intransitive;korü-;"to make soup;";;;;;;/kö?ü/;korü-
InekeSmeets;Intransitive;korütu;to eat soup.;;;;;;/kö?üt?/;korütu
InekeSmeets;Noun;kosecha;"harvest; Sp. cosecha; kosechangen 'harvest season';";;;;;;/kösët?h?/;kosecha
InekeSmeets;Noun;txipalkosecha;(at) the end of the harvest season.;;;;;;/???p?lkösët?h?/;tripalkosecha
InekeSmeets;Adjective;kotxor;"faded, greyish (colour of dirty white clothes), foul; kotror che 'foul/dirty people'.";;;;;;/kö??ö?/;kotror
InekeSmeets;Adjective;kotxü;"salt, salty, sour;";;;;;;/kö??ü/;kotrü
InekeSmeets;Intransitive;kotxü-;"to be salt; rume kotrüy lafkenko 'seawater is very salt'; kotrüy ti kesu 'this cheese is (too) salt'; kotrüy ti mansana 'the apple is sour';";;;;;;/kö??ü/;kotrü-
