Theme;Is Under The Theme;Word;Translation;Image;Definition;Conjugation;Declensions;Examples;Pronunciation;OLD
Expresiones;;küpalechi;que viene, próximo. »küpa-;;;;;Feyta küpalechi lune antü mew ‘este lunes que viene’. Chillkatufige küpaleyechi günezuam. ‘Lee las siguientes reflexiones.’;;1
Expresiones;;ketxo wirawira;pantalón corto, short.;;;;;;;6
Expresiones;;kiñe rume kullitu;gastos comunes;;?;;;¿Chumten txipay ti kiñe rume kullitu? ‘¿Cuánto salen los gastos comunes?’;;4
Expresiones;;kiñeke mew;algunas veces. Var. ~kiñeke mu.;;;;;;;5
Expresiones;;kom pu che;todos, todas, todo el mundo.;;;;;¡Mari mari kom pu che! ‘¡Hola a todos!’;;1
Expresiones;;kotüwe ruka;tostaduría.;;;;;;;6
Expresiones;;kotün kofke;pan tostado.;;;;;;;5
Expresiones;;koñchi;entrante. Se usa en fechas. Var. ~konchi. »kon-;;;;;Epu mari koñchi oktufüre küyen ‘(El día) veinte entrante del mes de octubre’.;;1
Expresiones;;konchi;Var. de koñchi.;;;;;;;
Expresiones;;ta ka;además.;;;;;Rume arofün ta ka. ‘Transpiré mucho además.’;;2
Expresiones;;tamu²;acá. Var. de ~tüfa mew.;;;;;Welu zoy kutxanlimi ka kupayaymi tamu. ‘Pero si enfermas más, ven nuevamente acá.’;;1
Expresiones;;tati;ese (es).;;;;;Iñche ta Martin tati. Yo soy Martín. Küme iyael no tati. ‘Esa comida no es rica.’ Fey tati. ‘Eso es.’ Fey tati zoy alülu kom Santiaw mew. ‘Es el más alto de todo Santiago.’;;1
Expresiones;;yewenche;vergonzoso.;;;;;;;3
Expresiones;;gelay;no hay. »genu-;;;;;;;
Expresiones;;genoyewenche;sinvergüenza.;;;;;;;3
Expresiones;;ñochiche;persona tranquila.;;;;;;;3
Expresiones;;ragi antü iyael;almuerzo.;;;;;;;5
Expresiones;;rüküche;mezquino.;;;;;;;3
Expresiones;;llükanche;miedoso.;;;;;;;3
Expresiones;;llemay;ciertamente.;;;;;Feley llemay, peñi. ‘Ciertamente es así, peñi.’;;2
Expresiones;;püchi witxanche;persona baja.;;;;;;;3
Expresiones;;püchike logko;pelo corto, cabellos cortos.;;;;;;;3
Expresiones;;pewmagele;espero que. Antepuesto a una oración en futuro o imperativo expresa el deseo que se cumpla. »pewmage-, pewma-;;;;;Pewmagele küme feleaymi. ‘Espero que estés bien.’;;2
Expresiones;;pewkayal;adiós, chao, nos vemos (saludo) »pew-;;;;;;;1
Expresiones;;pelon newen;a energía solar.;;?;;;;;4
Expresiones;;pilan;No quiero. Corresponde a la negación del verbo »pin con su significado de ‘querer’;;;;;;;5
Expresiones;;ponwi katxüntuku;habitación de interior.;;;;;;;4
Expresiones;;puwen;¡oigan!, todos y todas.;;;;;;;1
Expresiones;;puliwentu iyael;desayuno.;;;;;Müley tami pütokoafiel ti lawen rupan puliwentu iyael. ‘Debes tomar el remedio después de desayuno’;;5
Expresiones;;wüne mew;en primer lugar;;?;;;Wüne mew liftugekey poñü, fey wüla chafgekey. ‘En primer lugar se limpian las papas, luego se pelan.’;;5
Expresiones;;weza az;mal aspecto, feo.;;;;;Weza azche ‘persona fea’.;;3
Expresiones;;weza zugu;que mal, mal asunto. »zugu;;;;;;;
Expresiones;;weza che;mala persona.;;;;;;;11
Expresiones;;wezache;mala persona.;;;;;;;3
Expresiones;;wenu;elevado a. Expresión matemática.;;;;;;;0
Expresiones;;wesha kona;pobre joven.;;;;;;;
Expresiones;;laftxache;tacuaco, petizo.;;;;;;;3
Expresiones;;lemoria;saludos.;;;;;Lemoria tami pu che. ‘Saludos a tu gente.’;;1
Expresiones;;liftxa logko;cabeza calva.;;;;;Liftxa logkotulen. ‘Soy calvo.’;;3
Expresiones;;no rume;ningún, ninguno. Se postpone a los sustantivo y significa ninguno de ellos.;;;;;Kiñe eltukawe no rume ‘ningún mueble’.;;4
Expresiones;;norche;noble, persona recta.;;;;;;;3
Interrogativos;;am¹;¿acaso? Partícula interrogativa.;;;;;¿Iñey pigeymi am? ‘¿Cómo te llamas?’ ¿Iñi am ta eymi? ‘¿Quién eres tú?’ ¿Eymi am ta Felipe pigeymi? ‘¿Tú te llamas Felipe?’ ¿Chemgey am? ‘¿Qué es?’ ¿Pablo ta azentufegey am? ‘¿Pablo es fotógrafo?’;;1
Interrogativos;;ama;¿acaso?;;;;;¿Chem iyael kümentukey ama? ‘¿Qué comida le gusta?’;;0
Interrogativos;;amta;acaso.;;;;;¿Chew amta miyawi? ‘¿Por donde anda?’ ¿Eymi amta Martin? ‘¿Tú eres Martín?’;;2
Interrogativos;;añchi;partícula interrogativa.;;;;;¿Eymi no añchi? ‘¿no eres tú?’ ¿Fey añchi? ‘¿No es él?’ ¿Iñi añchi? ‘¿Quién es?’ ¿Iñi pigey añchi? ‘¿Cómo se llama (él o ella)?’;;1
Interrogativos;;cham;Partícula interrogativa que se coloca al final de una pregunta.;;?;;;¿Feygey cham? ‘¿Es así, no es cierto?’ Feley cham ‘¿será así?’ Amuy cham. ‘Habrá ido.’ Femkafuy cham. ‘No creo que lo haya hecho.’;;4
Interrogativos;;chem;qué.;;;;;¿Chem am ta müley? ‘¿Qué hay?’ Chem az ‘qué aspecto’, ¿Chem antügey? ‘¿Qué días hacen?’;;2
Interrogativos;;chem azge-;cómo ser. En cuánto a aspecto.;;;;;¿Chem azgey? Alüy. ¿Qué aspecto tiene? Es alto.;;3
Interrogativos;;chemfel;qué sería. »fel;;;;;;;1
Interrogativos;;chemkütu;qué cosas, cuales cosas.;;;;;¿Chemkütu poz tukugekey tüfachi meli koñküpüwe mew? ‘¿Qué residuos se ponen en cada contenedor?’ ¿chemkütu kimimi? ‘¿Qué cosas sabes hacer?’ ¿Chemkütu nieay Felizianu? ‘¿Qué cosas tendrá Feliciano?’;;9
Interrogativos;;chemu;en qué, por qué. ~chem mew;;;;;Chemu küzawkey che ‘en qué trabaja la gente’.;;
Interrogativos;;chew;dónde.;;;;;"¿Chew che amta eymi? ‘¿De dónde eres?’; ¿chew müley ti narki? ‘¿dónde está el gato?’";;1
Interrogativos;;chi nay;quizás.;;?;;;Santiaw tuwün chi nay.;;1
Interrogativos;;chumal;para qué, para hacer qué;;;;;;;1
Interrogativos;;chumül;cuándo.;;;;;Chumül tami lleqün ‘cuando naciste’, chumül tamün pial ‘cuando quieran’.;;1
Interrogativos;;chumechi;Var. de ~chumgechi.;;;;;;;2
Interrogativos;;chumekechi;cómo. Es la forma plural de »chumechi.;;?;;;¿Chumekechi ruka am ta müley? ‘¿Cómo son las casas que hay?’;;2
Interrogativos;;chumelu;Var. ~chumgelu;;;;;;;4
Interrogativos;;chumte;cuánto. Antepuesto a »antü significa ‘¿qué hora?’ Var. ~tunte.;;;;;¿Chumte fali? ‘¿Cuánto vale?’ ¿Chumte txipay? ¿Chumte püray? ‘¿Qué altura tiene?’ ¿Chumte rupay? ¿Qué ancho tiene? ‘¿Cuánto sale?’¿Chumte antüley añchi? ‘¿Qué hora son?’;;2
Interrogativos;;chumtele-;cuánto haber, cuánto ser.;;;;;¿Ka chumteley che ka amukawe? ‘¿Cuántos son las personas y vehículos?’;;2
Interrogativos;;chumten;cuántos, cuántas. Suele acompañar a un sustantivo, para preguntar cuántos son. Var. ~tunten, ~tumten;;;;;¿Chumten txipantu niey? ‘¿Cuántos años tiene?’ ¿Chumten katxüntuku ruka zuamniey ta Karlos? ‘¿Cuántas piezas necesita Carlos?’ ¿Tumten kaja zewmay Simona? ‘¿Cuántas cajas fabrica Simona?’;;1
Interrogativos;;chumge-;cómo ser. Respecto de carácter.;;;;;¿Chumgey? Ayiwünchegey. ‘¿Cómo es? Es alegre.’ ¿Chumgey tati fütxa ñizol? ‘¿Cómo es el jefe?’;;3
Interrogativos;;chumgechi;cómo. Var. ~chumechi;;;;;¿Chumechi antügekey am? ‘¿Cómo son los días?’ ¿Chumgechi kimimi tüfachi küzaw papay? ‘¿Cómo sabe este trabajo, señora?’ ¿Chumgechi küzawfewi? ‘¿Cómo se formó como trabajador?’;;
Interrogativos;;chumgelu;porqué. Pregunta por el motivo de algo.;;;;;¿Chumelu ayilay ti ruka ta Karlos? ‘¿Porqué no le gusta la casa a Carlos?’ ¿Chumgelu fente alü pun akutuymi? ‘¿Porqué llegas tan tarde?’ ¿Chumgelu femayiñ? ‘¿Porqué lo haremos así?’;;
Interrogativos;;chuchi;cuál. Puede ir solo o antepuesto a un sustantivo.;;;;;¿Chuchi ruka zuamimi? ‘¿Cuál casa necesitas?’ ¿Chuchi am tati rakin gütxümwe? ‘Cuál es el número de teléfono’. Wirintukuaymi chuchi ñi piel Onorindo. ‘Escribe cuál corresponde a lo que dijo Onorindo.’ ¿Chuchi antü Bruno konay ülkantun txokiñ mew? ‘¿Qué día Bruno se metió al grupo de canto?’;;4
Interrogativos;;fe;es una partícula interrogativa.;;?;;;¿Samuel amta eymi fe?;;1
Interrogativos;;iñi;quién Var. ~iney.;;;;;¿Iñi am? ‘¿Quién es?’ ¿Iñi am ta kümentukey korü? ‘¿A quién le gusta la sopa?’;;1
Interrogativos;;iney;Var. de ~iñi.;;;;;;;
Interrogativos;;kay;y.;;;;;¿Eymi kay? ¿Y tú? ¿Feytachi pu che kay? ¿Y estas personas?;;1
Interrogativos;;tumte;cuánto. Var. de ~chumte.;;;;;;;
Interrogativos;;tumten;cuántos. Var. de ~chumten.;;;;;;;
Interrogativos;;tunte;cuánto. Var. de ~chumte.;;;;;;;
Interrogativos;;tunten;cuántos. Var. de ~chumten.;;;;;;;
Locativos;;az püle;al frente.;;;;;Az püle ñi ruka mew ‘al frente de la casa’;;2
Locativos;;afkazi;al lado.;;;;;Kisu fey afkazi wirafküleparkey. ‘Él venia galopando al lado.’;;2
Locativos;;alü kamapu;lejos »kamapu;;;;;Fütxa lefmawi alü kamapu. ‘Se arrancó lejos.’ Amuygu alhü kamapu. ‘Fueron lejos.’;;2
Locativos;;üyüw;allá.;;;;;¿Chumleymün ta üyüw? ‘¿Cómo están por allá?’;;2
Locativos;;miñche;abajo. ~minche;;;;;miñche mesa mew ‘debajo de la mesa’.;;2
Locativos;;epuñ püle;a ambos lados »epu, püle;;;;;;;2
Locativos;;faw;aquí, acá. »tüfa mew;;;;;;;1
Locativos;;feyti mew;ahí. »feytimu;;;;;;;2
Locativos;;feytimu;ahí. »feyti mew;;;;;;;2
Locativos;;fillkepüle;de todos lados.;;;;;;;1
Locativos;;furi¹;atrás.;;;;;Furi püle ‘por atrás’;;3
Locativos;;furitu;atrás, detrás.;;;;;Furitu müley fütxake kura ruka. ‘Atrás hay grandes edificios.’;;2
Locativos;;itxotxipa;al frente.;;;;;Itxotxipa tañi ruka mew alü rupay ti kura rüpü. ‘Al frente de mi casa la carretera es ancha.’;;2
Locativos;;inafül;cerca.;;;;;Inafül lafken ta müley ta Ikike. ‘Cerca del mar está Iquique.’ Inafül müley fütxake wigkul. ‘Está cerca de los grandes cerros.’ Kiñe fütxa lelfün müley inafül waria. ‘Hay un gran campo cerca de la ciudad.’;;2
Locativos;;kañpüle;hacia otra parte.;;;;;;;0
Locativos;;tüfa mew;aquí. »tamu;;;;;;;2
Locativos;;tüyüw;allá (más lejos que »feyti mew). ~tüyuw;;;;;;;0
Locativos;;tüyemu;allá.;;;;;;;2
Locativos;;tie mu;allá.;;;;;;;0
Locativos;;ragiñtu;en el medio, centro.;;;;;Ragiñtu Temuko waria mew ‘en el centro de Temuko’.;;2
Locativos;;pülle;cerca.;;;;;Pülle txipaley ta ragi Temuko waria mew. ‘Está cerca del centro de la ciudad de Temuco.’ Pülleley ragi waria. ‘Está cerca del centro.’;;2
Locativos;;pülomtu;abajo.;;;;;Fentxen wecheke che chillkatukey tañi nieam kiñe küzaw kiñeñ antü egün, feymew tati pülomtu müleyey weche, rakizuamküleyelu ñi chemgeal antü egün, feymew tati chillkatuge ñi piel egün fey püñamafimi chew küzaw ñi inayal egün. ‘Una gran cantidad de jóvenes estudian para tener una profesión algún día, por eso abajo aparecen algunos jóvenes que están pensando en lo que les gustaría ser y hacer, lee lo que dicen e indica a qué profesiones se acercan más el pensamiento de cada uno.’;;11
Locativos;;ponwi;adentro, al fondo.;;;;;;;2
Locativos;;ponwitu;adentro, al interior.;;;;;Ti txipatuwe ponwitu müley. ‘El baño está adentro.’;;4
Locativos;;pu 2;adentro. Antepuesto a cosas, indica su interior.;;;;;;;?
Locativos;;wallpa;alrededor.;;;;;Wallpa ñi ruka mew ‘alrededor de mi casa’.;;2
Locativos;;wechuñtu;en la punta, en la cima.;;;;;;;2
Locativos;;wekun;afuera. »wekun txipawe;;;;;Wekun katxüntuku ‘habitación exterior’. ¿Kom ti ümawtuwe wekun müleygün? ‘¿Todos los dormitorios están en el exterior?’;;2
Locativos;;wekuntu;afuera.;;;;;Wekuntu ruka mew ‘fuera de la casa’.;;0
Locativos;;wente;sobre, arriba.;;;;;Wente mesa mew ‘en la mesa’.;;2
Locativos;;nometu;al otro lado.;;;;;Nometu lewfü ‘cruzando el río’. Nometu müley kiñe fütxa waria. ‘Al otro lado hay una gran ciudad.’;;2
Negación;;genu-;no haber. Forma negativa del verbo »mülen ‘haber’. »ge-;;;;;Gelay. ‘no hay.’ Gelay fütxake kura ruka, gelay amukawe feyta mew. ‘No hay edificios, no hay vehículos aquí.’ ;;2
Nombres Propios;;Akir;Nombre propio.;;;;;;;1
Nombres Propios;;Ayelen;Nombre propio.;;;;;;;
Nombres Propios;;Ayenray;Nombre propio.;;;;;;;3
Nombres Propios;;Ayinray;Nombre propio.;;;;;;;8
Nombres Propios;;Ayñil lewfü;Topónimo, Valdivia.;;;;;;;1
Nombres Propios;;Arsenio;Nombre propio.;;;;;;;11
Nombres Propios;;Audilio;Nombre personal.;;;;;;;11
Nombres Propios;;Alfaru;esp. Nombre propio, Álvaro.;;;;;;;0
Nombres Propios;;Aliwen;Nombre propio.;;;;;;;1
Nombres Propios;;Antüw;Nombre propio.;;;;;;;1
Nombres Propios;;Zullin;Nombre propio.;;;;;;;1
Nombres Propios;;Mazall;Nombre propio.;;;;;;;1
Nombres Propios;;Maykel;Nombre propio, Michael.;;;;;;;9
Nombres Propios;;Mañkian;Nombre propio, Manquián.;;;;;;;1
Nombres Propios;;Mallowelafken;Topónimo de una ciudad.;;;;;;;4
Nombres Propios;;Mapuzuguletuaiñ;Nombre propio.;;;;;Kiñe kona gütxümi Mapuzuguletuaiñ mew küpa konlu kiñe koneltun mew. ‘Un joven que quiere participar de un koneltun (internado de mapuzugun) llama a Mapuzuguletuaiñ .’;;
Nombres Propios;;mapuche;mapuche.;;;;;Mapuche ruka ‘casa mapuche’.;;2
Nombres Propios;;Melin;Nombre propio.;;;;;;;
Nombres Propios;;Millaray;Nombre propio.;;;;;;;1
Nombres Propios;;Millawal;Nombre propio.;;;;;;;1
Nombres Propios;;Millalafken;Nombre propio.;;;;;;;1
Nombres Propios;;Montxe;Nombre propio.;;;;;;;2
Nombres Propios;;Chillwe;Topónimo, Chiloé.;;;;;;;10
Nombres Propios;;Erminio;Nombre propio, Herminio.;;;;;;;10
Nombres Propios;;Ellaw;Nombre propio.;;;;;;;1
Nombres Propios;;Felizianu;Nombre propio, Feliciano.;;;;;;;11
Nombres Propios;;Ikike;Iquique.;;;;;;;2
Nombres Propios;;Ilwen;Nombre propio, Ilhuén.;;;;;;;3
Nombres Propios;;Inal;Nombre propio.;;;;;;;1
Nombres Propios;;Karmela;Nombre propio, Carmela.;;;;;;;10
Nombres Propios;;Karmelu;Nombre propio. Carmelo.;;;;;;;11
Nombres Propios;;Karlos;Carlos.;;;;;;;4
Nombres Propios;;Kallfüray;Nombre propio.;;;;;;;1
Nombres Propios;;Kallfürügi;Galvarino, una ciudad.;;;;;;;
Nombres Propios;;Kallfüwenu;Nombre propio.;;;;;;;
Nombres Propios;;Kallfülikan;Caupolicán.;;;;;Kallfülikan rüpü 1290 ‘Calle Caupolicán 1290’.;;4
Nombres Propios;;kapone;japonés.;;;;;Pu kapone ‘Los japoneses’;;2
Nombres Propios;;Kawtün;Cautín.;;;;;;;2
Nombres Propios;;Kaniw;Nombre propio.;;;;;;;1
Nombres Propios;;Küzel;Nombre propio, Quidel.;;;;;;;1
Nombres Propios;;Kewpül;Nombre propio.;;;;;;;1
Nombres Propios;;Kenaro;Nombre propio, Genaro.;;;;;;;11
Nombres Propios;;Korke;Nombre propio, Jorge.;;;;;;;
Nombres Propios;;Kose;Nombre propio, José.;;;;;;;
Nombres Propios;;Konün Wenu;Un cerro.;;?;;;;;2
Nombres Propios;;Kuan;Nombre propio, Juan.;;;;;;;3
Nombres Propios;;Kumitxay;Nombre propio.;;;;;;;7
Nombres Propios;;Klorinta;Nombre propio, Clorinda.;;;;;;;11
Nombres Propios;;Temuko;Temuco. Topónimo.;;;;;¿Temuko che am ta eymi, Katalina? ‘¿Eres de Temuco, Catalina?’;;1
Nombres Propios;;Tomasa;Nombre propio.;;;;;;;11
Nombres Propios;;Txaytxayko;Topónimo.;;?;;;;;3
Nombres Propios;;Txürwa;Topónimo, Tirúa.;;;;;;;4
Nombres Propios;;Txuf txuf;Topónimo.;;;;;Iñche Txuf Txuf lof mew tuwun peñi. ‘Yo vengo de la comunidad de Txuf txuf, peñi’;;8
Nombres Propios;;Onofüre;Nonbre propio, Onofre.;;;;;;;11
Nombres Propios;;Onorindo;Nombre propio.;;;;;;;10
Nombres Propios;;Gülu mapu;Topónimo, lado chileno del país mapuche.;;;;;;;1
Nombres Propios;;Ñielol;Topónimo. Cerro Ñielol.;;;;;;;2
Nombres Propios;;Rayen;Nombre propio, Rayén.;;;;;;;1
Nombres Propios;;Sayen;Nombre propio.;;;;;;;7
Nombres Propios;;Seferinu;Nombre propio, Ceferino.;;;;;;;11
Nombres Propios;;Serkio;esp. Nombre propio, Sergio.;;;;;;;1
Nombres Propios;;Llagküray;Nombre propio.;;;;;;;7
Nombres Propios;;Llagkura;Nombre propio.;;;;;;;5
Nombres Propios;;Paginaw;Nombre propio.;;;;;;;
Nombres Propios;;Paskual;Nombre propio, Pascual.;;;;;;;
Nombres Propios;;pesu;esp. peso (unidad monetaria).;;;;;Mari pesu ‘diez pesos’, waragka pesu ‘mil pesos’. 250 waragka pesu txipay kiñe küyen mu. ‘250 mil pesos sale el mes’;;4
Nombres Propios;;Pilmayken;Nombre propio. ‘Golondrina’;;;;;;;3
Nombres Propios;;Puel mapu;Topónimo. Lado argentino del país mapuche.;;;;;;;1
Nombres Propios;;Puelkona;Nombre propio.;;;;;;;12
Nombres Propios;;Weke;Nombre propio.;;;;;;;1
Nombres Propios;;Lawütxaro;Lautaro. ~Leftxaru;;;;;;;4
Nombres Propios;;Lien;Nombre propio.;;;;;;;1
Nombres Propios;;Lienan;Nombre propio.;;;;;;;1
Nombres Propios;;Likan;Nombre propio.;;;;;;;1
Nombres Propios;;Liqkoyam;Nombre propio, Lincoyán.;;;;;;;3
Nombres Propios;;Liqrayen;Nombre propio.;;;;;;;5
Nombres Propios;;Liwen;Nombre propio, Lihuén.;;;;;;;3
Nombres Propios;;Nazario;Nombre propio.;;;;;;;11
Nombres Propios;;Nawel;Nahuel. ‘Tigre’;;;;;;;3
Nombres Propios;;Nikolas;Nombre propio, Nicolás.;;;;;;;6
Nombres Propios;;Nolfe;Nombre propio.;;;;;;;
Numerales;;aylla;nueve.;;;;;Aylla txoy pürapan antü ‘a las nueve de la mañana.’;;1
Numerales;;zeru;esp. cero.;;;;;;;1
Numerales;;mari;diez.;;;;;;;1
Numerales;;meli;cuatro.;;;;;Iñchiñ meligeyiñ. ‘Nosotros somos cuatro.’;;1
Numerales;;millon;millón.;;;;;Kiñe wentxu ñamümfi epu millon. ‘Un hombre perdió dos millones.’;;7
Numerales;;epu;dos;;;;;;;1
Numerales;;kayu;seis.;;;;;;;1
Numerales;;küla;tres.;;;;;;;1
Numerales;;kechu;cinco.;;;;;Kechugeyiñ. ‘Somos cinco’;;1
Numerales;;kiñe;un, uno, una.;;;;;;;1
Numerales;;kiñeke;algunas.;;;;;Kiñeke mu ‘algunas veces, a veces’;;2
Numerales;;reqle;siete.;;;;;;;1
Numerales;;pataka;cien.;;;;;Pura patakaley. ‘Está a ochocientos.’;;1
Numerales;;pura;ocho.;;;;;;;1
Numerales;;waragka;mil.;;?;;;;;1
Partículas;;ke;"Unido a un pronombre indica un contraste respecto a lo dicho antes; por su parte.";;;;;¡Fey ke ta kim puruy! ‘¡Este sí que sabe bailar!’;;
Partículas;;am²;Indica la causa de algo, especialmente después de un verbo en la forma -lu.;;;;;Nielu am kiñe püchi ruka, ñi wenüy arelrukafi ta Llagküray ñi zoy küme llowafel ñi witxan ta kisu. ‘Como tiene una casa pequeña, su amiga le prestó la casa para que pueda recibir mejor a sus invitados.’;;0
Partículas;;ürke;Partícula libre del sufijo verbal -rke, que indica sorpresa al momento de hablar.;;;;;¡Txewa ürke! ‘¡Un perro!’;;0
Partículas;;may;sí, afirmación.;;;;;;;1
Partículas;;müten;no más, nomás.;;;;;Fey müten ‘eso nomás’.  Chogümfige müten. ‘Apágala nomás.’ Feley, Pablo, fey amuayu müten. ‘Ok, Pablo, entonces vamos no más.’;;1
Partículas;;mew;posposición, respecto de algo...;;;;;;;1
Partículas;;mu;posposición, en relación con ~mew;;;;;;;1
Partículas;;chem rume;cualquier cosa.;;;;;;;1
Partículas;;fel;postpuesto a interrogativos y otras palabras, equivale a decir ‘sería’.;;;;;Chemfel ‘qué sería’, chumülfel ‘cuándo sería’, fachantüfel ‘sería hoy día’.;;1
Partículas;;ka¹;también.;;;;;Ka kümelekan. ‘También estoy bien.’;;1
Partículas;;ka²;y.;;;;;Ka feyti kay... ‘Y este...’;;1
Partículas;;kam;o. Partícula adversativa.;;;;;;;1
Partículas;;kütu;hasta, inclusive, incluso. Se pospone a la palabra que modifica. Var. kitu.;;;;;Üñükey kitu. ‘Hasta nieva.’;;
Partículas;;kitu;Var. de ~kütu.;;;;;;;2
Partículas;;ta¹;Una partícula. Sirve para unir partes de la oración.;;;;;Iñche ta Kotar pigen. ‘Me llamo Kotar.’ ¿Eymi ta Alfaru nu am? ‘¿No eres Álvaro?’ Fey ta wizüelfegey. ‘Él es diseñador.’;;1
Partículas;;yem;difunto, finado. Se utiliza al final de sustantivos para indicar que esa persona ha fallecido.;;;;;Tañi laku yem ‘mi difunto abuelo’, Nelson yem ‘el finado Nelson’;;3
Partículas;;re;solamente, solo.;;;;;Re Zulli pigeken müten. ‘Solo me dicen Zulli no más.’ Re kochüke iyael kümentuken. ‘Solo me gustan las comidas dulces.’;;1
Partículas;;püle;por, hacia.;;;;;Zoy furitu püle müley fütxake wigkul. ‘Más hacia atrás hay grandes cerros.’ ¿Chew püle ülkantuay Puelkona Temuko mew? ‘¿En dónde cantará Puelkona en Temuko?’;;2
Partículas;;peno;ciertamente, quizás, seguramente. ~penu;;;;;;;3
Partículas;;pu;los, las. Antepuesto a personas y animales, los pluraliza.;;;;;Pu kompañ ‘los compañeros’.;;1
Partículas;;welu;pero.;;;;;;;1
Partículas;;nu;no, negación. ~no;;;;;Zugu no ‘no hay problema’. ¿Eymi ta Alvaro nu am? ¿Acaso no eres tú Alvaro? ¿Eymi am ta Kata nu? ¿No eres Kata? Chem zugu no tati. ‘No es ningún problema.’;;1
Posesivos;;tamün;de ustedes, vuestro. Forma posesiva del pronombre plural »eymün ‘ustedes’;;;;;;;3
Posesivos;;tami;tu. Forma posesiva del pronombre. »eymi ‘tú, usted’;;;;;Tami pu che. ‘Tu gente’.;;1
Posesivos;;tamu¹;de ustedes dos, vuestro. Forma posesiva del pronombre dual »eymu ‘ustedes dos’;;;;;;;3
Posesivos;;taiñ;nuestro, nuestra. Forma posesiva del pronombre plural »iñchiñ ‘nosotros’.;;;;;;;3
Posesivos;;tayu;nuestro, nuestra, de nosotros dos. Forma posesiva del pronombre dual »iñchiw ‘nosotros dos’.;;;;;;;3
Posesivos;;tañi;mi, su »ñi;;;;;;;2
Posesivos;;ñi¹;mi, su.;;;;;Iñche ñi man püle ‘a mi izquierda’.;;2
Posesivos;;ñi²;de, indica propiedad o relación.;;;;;Nikolas ñi gütxam ‘la conversación de Nicolás’.;;2
Pronominales;;kizu;mismo. Cuando ya se ha mencionado a una persona en la conversación, puede referirse a ella o él mismo. Vars. kishu, kizu.;;?;;;Karlos ta petu kintuy ta kiñe ruka. Feymu gütxümfi kizu tañi wenüy. ‘Carlos está buscando una casa. Entonces, llama a la amiga de él mismo.’;;4
Pronominales;;kom;todo, toda.;;;;;Kom rume azi. ‘Todo es muy bonito.’;;1
Pronominales;;eymün;ustedes, vosotros.;;;;;;;1
Pronominales;;eymi;tú.;;;;;;;1
Pronominales;;fey;él, ella, ese.;;;;;;;1
Pronominales;;iñche;yo.;;;;;Iñche tati. ‘Soy yo.’ Iñche ta Iris tati. ‘Yo soy Iris.’;;1
Pronominales;;iñchiñ¹;nosotros. Más de dos, varios o plural. ;;;;;;;3
Pronominales;;iñchiw¹;nosotros dos.;;;;;;;2
Sufijos;;-a-;Sufijo verbal que indica que el suceso ocurrirá en el futuro. Después de otra a, se suele escribir como ~-ya-.;;;;;Ian. ‘Comeré.’ Re allkütuay musika. ‘Solo escuchará música.’ Küpayay. ‘Vendrá.’ Challwatumeay kiñe ituwe mew. ‘Irá a comer pescado a un restorán.’;;7
Sufijos;;-amul-;Forma verbal que unido a otro verbo significa ‘hacer la acción en dirección contraria del hablante’.;;;;;Azkintuamulküley. ‘Está mirando haciá allá.’;;0
Sufijos;;-afu-;Sufijo verbal compuesto. Refiere a una situación posible o hipotética equivalente a la terminación -ería en castellano, en ‘tendría’, ‘podría’, etc. En otros usos, equivale a una solicitud cortés, por ejemplo Eluafen... ‘me darías...’ Después de la vocal a, se usa ~-yafu-;;;;;Wekun ta müleafuy. ‘Podría estar afuera, estaría afuera.’ Kulliafun ‘podría pagar.’ Kümeafuy. ‘Sería bueno’ Küpayafuymün müten. ‘Podrían venir no más.’;;5
Sufijos;;-me-;Sufijo verbal de dirección. Equivale a ir a hacer la acción allá.;;;;;Pemefiñ. ‘Lo fui a ver.’ Sikletatumen. ‘Fui a andar en bicicleta.’ Gillakamen. ‘Fui de compras.’ Kupiluwmen. ‘Fui a cortarme el pelo.’;;7
Sufijos;;-mum;Forma verbal. En una frase que use chew ‘donde’ indica que la acción o suceso ocurre en ese lugar.;;;;;Chew tamün mülemum ‘donde están ustedes’.;;7
Sufijos;;-fu-;Sufijo verbal. En ciertos contextos equivale a acciones en el pasado, equivalente a verbos terminados en -aba en español, ‘estaba’.;;;;;May, ka zuamfun kiñe ruka nielu kiñe ürkütuwe. ‘Sí, también necesitaba una casa que tenga un baño.’ Pütxün chemkün ta zuamnefun, welu chem zugu no tati. ‘Necesitaba hartas cosas, pero no hay ningún problema.’;;4
Sufijos;;-küpal-;Forma verbal que unido a otro verbo significa ‘hacer la acción en dirección del hablante’.;;;;;Azkintuküpalküley. ‘Está mirando hacia acá.’;;0
Sufijos;;-ke;Postpuesto a adjetivos y adverbios indica que es plural.;;;;;"Fütxake ruka ‘casas grandes’; fütxake üñüm ‘aves grandes’; kelüke üñüm ‘aves rojas’; püchike kona ‘niños’.";;2
Sufijos;;-ke-;Sufijo verbal. Equivale a acciones que se repiten constantemente o son habituales. En español se suele usar el presente para decir esto. Estudio en la universidad.;;;;;¿Chumkey ta che? ‘¿Qué hace la gente? ¿A qué se dedican?’ Chillkatukey kimelfegeam. ‘Estudia para ser profesora.’ Küzawkelan. ‘No trabajo. No tengo trabajo.’;;5
Sufijos;;-kefu-;Sufijo verbal compuesto que indica que la acción se solía realizar o se había realizado en el pasado.;;;;;Koka kolatukefun. ‘Solía tomar coca cola.’;;
