uniqueid,title,slug,chillka,grammar,gram,def,exe,source,audio,wpcontrol,table,wpid
1.60325E+13,gülpiwe,gülpiwe,g,sustantivo,s,"confórt, papel higiénico.",,,"<audio id=""16032522082406"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/16032522082406.mp3""></audio><div><a onclick=""document.getElementById('16032522082406').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22214
1.60326E+19,günezuam -,günezuam -,g,verbo,vt,"fijarse, reflexionar.",Günezuamge ti kurülkülechi wirin. ‘Fíjate en las palabras que están en negrita.’ [MPZL],,"<audio id=""16032606022301040027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/16032606022301040027.mp3""></audio><div><a onclick=""document.getElementById('16032606022301040027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">günezuam<strong>pe egün</strong></td></tr></tbody></table",22215
1.60326E+17,günenka -,günenka -,g,verbo,vt,"engañar, mentir.",,,"<audio id=""160326062609010027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/160326062609010027.mp3""></audio><div><a onclick=""document.getElementById('160326062609010027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">günenka<strong>pe egün</strong></td></tr></tbody></table",22216
1606,ge,ge,g,sustantivo,s,ojos.,,,"<audio id=""1606"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/1606.mp3""></audio><div><a onclick=""document.getElementById('1606').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22217
16060027,ge -,ge -,g,verbo,vi,ser.,Kimelfegen. ‘Soy profesora’. [MPZL],,"<audio id=""16060027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/16060027.mp3""></audio><div><a onclick=""document.getElementById('16060027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">ge<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">ge<strong>pe egün</strong></td></tr></tbody></table",22218
1606020818,geziñ,geziñ,g,sustantivo,s,ceja.,,,"<audio id=""1606020818"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/1606020818.mp3""></audio><div><a onclick=""document.getElementById('1606020818').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22219
1.60604E+11,geme -,geme -,g,verbo,vi,ir de visita.,,,"<audio id=""160604060027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/160604060027.mp3""></audio><div><a onclick=""document.getElementById('160604060027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">geme<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">geme<strong>pe egün</strong></td></tr></tbody></table",22220
1606070318,gefüñ,gefüñ,g,sustantivo,s,castaña.,,,"<audio id=""1606070318"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/1606070318.mp3""></audio><div><a onclick=""document.getElementById('1606070318').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22221
160611,genh,genh,g,sustantivo,s,"dueño, dueña.",Genh gillakawe ‘el dueño del negocio’. [MPZL],,"<audio id=""160611"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/160611.mp3""></audio><div><a onclick=""document.getElementById('160611').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22222
1.60611E+13,genhge -,genhge -,g,verbo,v,"ser dueño o dueña, poseer.",Feymew ka pürüm amurkey tukuzugualu chi pu genhgelu mew. ‘Entonces luego partió a dar aviso a los que eran dueños.’ [FED2] ¿Eymi genhgeymi mawiza mew? ‘¿Usted es dueño del monte?’ [NCH],,,20220108,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">genhge<strong>pe egün</strong></td></tr></tbody></table",
1.60611E+13,genhgelu,genhgelu,g,sustantivo,s,"dueño, dueña.",Feymew ka pürüm amurkey tukuzugualu chi pu genhgelu mew. ‘Entonces luego partió a dar aviso a los que eran dueños.’ [FED2] Mülekey epu well zoyke genhgelu kiñe ruka mew. ‘Hay dos o más dueños en una casa.’ [CTM2] Ka kiñepüle entugepay ti genhgelu. ‘Y sacaron a un lado a los dueños.’ [CNKN],,,20220108,,
1606250114,gelay,gelay,g,expresiones,exp,no hay. »genu-,,,"<audio id=""1606250114"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/1606250114.mp3""></audio><div><a onclick=""document.getElementById('1606250114').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22223
160626,gen,gen,g,sustantivo,s,Var. de ~genh.,,HCOM,,20210121,,22950
1.60626E+21,genoyewenche,genoyewenche,g,expresiones,exp,sinvergüenza.,,,"<audio id=""1606261314062406260506"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/1606261314062406260506.mp3""></audio><div><a onclick=""document.getElementById('1606261314062406260506').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22224
1.60626E+13,genruka,genruka,g,sustantivo,s,"dueño, dueña de casa.",,,"<audio id=""16062619230901"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/16062619230901.mp3""></audio><div><a onclick=""document.getElementById('16062619230901').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22225
1.60626E+11,genu -,genu -,g,neg,neg,no haber. Forma negativa del verbo »mülen ‘haber’. »ge-,"Gelay. ‘no hay.’ <br>Gelay fütxake kura ruka, gelay amukawe feyta mew. ‘No hay edificios, no hay vehículos aquí.’ [MPZL]",,"<audio id=""160626230027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/160626230027.mp3""></audio><div><a onclick=""document.getElementById('160626230027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22226
1.60632E+15,ge küchiw,ge_küchiw,g,sustantivo,s,ano.,,,"<audio id=""1606320903050824"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/1606320903050824.mp3""></audio><div><a onclick=""document.getElementById('1606320903050824').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200812,,22227
1.60821E+11,gilla -,gilla -,g,verbo,vt,comprar.,¿Gillarpayafuymi kochüke iyael? ‘¿Podrías pasar a comprar comidas dulces?’ [MPZL],,"<audio id=""160821010027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/160821010027.mp3""></audio><div><a onclick=""document.getElementById('160821010027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">gilla<strong>pe egün</strong></td></tr></tbody></table",22228
1.60821E+11,gillafe,gillafe,g,sustantivo,s,comprador.,,,"<audio id=""160821010706"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/160821010706.mp3""></audio><div><a onclick=""document.getElementById('160821010706').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,22229
1.60821E+15,gillaka -,gillaka -,g,verbo,v,ir de compras.,Gillakamey gillakawe mew. ‘Fui de compras a la tienda.’ [MPZL],,"<audio id=""1608210109010027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/1608210109010027.mp3""></audio><div><a onclick=""document.getElementById('1608210109010027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">gillaka<strong>pe egün</strong></td></tr></tbody></table",22230
1.60821E+15,gillakawe,gillakawe,g,sustantivo,s,"tienda, negocio.",Müley tañi amual gillakawe mew. ‘Tengo que ir al negocio.’ [MPZL],,,20200404,,22231
1.60821E+27,gillakawe takun,gillakawe_takun,g,sustantivo,s,tienda de ropa.,,,,20200404,,22232
1.60821E+13,gillakan,gillakan,g,sustantivo,s,compras,¿Chumten txipay ti gillakan? ‘¿Cuánto salieron las compras?’ [MPZL],,,20200404,,22233
